"Title","SMILES"
"13-1","Cc1ccc(-c2c3c([nH]c(=O)c2C#N)[C@@H](C)CNC3)cc1"
"13-0","Cc1ccc(-c2c3c([nH]c(=O)c2C#N)CCNC3)cc1"
"12-0","Cc1ccc(-c2c3c([nH]c(=O)c2C#N)CNCC3)cc1"
"12","Cc1ccc(-c2c3c([nH]c(=O)c2C#N)[C@@H](C)NCC3)cc1"
"11-0","Cc1ccc(-c2c3c([nH]c(=O)c2C#N)CCCN3)cc1"
"11","Cc1ccc(-c2c3c([nH]c(=O)c2C#N)[C@@H](C)CCN3)cc1"
"2","Cc1ccc(-c2c3c([nH]c(=O)c2C#N)[C@@H](C)CCC3)cc1"
"1","Cc1ccc(-c2c3c([nH]c(=O)c2C#N)CCCC3)cc1"
