ligand,DG(MLE),uncertainty (kcal/mol),ligand_num
lig_1,0.0,0.13,1
lig_11-0,0.76,0.16,11-0
lig_11,0.37,0.13,11
lig_12-0,1.31,0.14,12-0
lig_12,0.8600000000000001,0.18,12
lig_13-0,1.28,0.13,13-0
lig_13-1,-1.41,0.23,13-1
lig_2,-0.52,0.12,2
