ligand	DG(MLE)	uncertainty (kcal/mol)
lig_1	0.0	0.13
lig_11-0	0.76	0.16
lig_11	0.37	0.13
lig_12-0	1.31	0.14
lig_12	0.8600000000000001	0.18
lig_13-0	1.28	0.13
lig_13-1	-1.41	0.23
lig_2	-0.52	0.12
