# Experimental block
# Ligand, expt_DDG, expt_dDDG
lig_1,-8.56,0.00
lig_2,-9.08,0.00
lig_3,-9.85,0.00
lig_4,-9.39,0.00
lig_5,-10.91,0.00
lig_6,-9.64,0.00
lig_7,-10.37,0.00
lig_8,-9.35,0.00
lig_9,-10.17,0.00

# Calculated block
# Ligand1,Ligand2,calc_DDG,calc_dDDG(MBAR),calc_dDDG(additional)
lig_4-99,lig_222-1,-1.41,0,0.01
lig_4-99,lig_22326-1,-5.58,0,0.01
lig_4-99,lig_22331-1,-3.47,0,0.01
lig_4-99,lig_22341-11,0.11,0,0.01
lig_4-99,lig_22341-15,-0.36,0,0.01
lig_4-99,lig_2237-1,-1.96,0,0.01
lig_4-99,lig_22373-2,-1.55,0,0.01
lig_4-99,lig_22408-2,3.07,0,0.01
lig_4-99,lig_2242-1,-2.20,0,0.01
lig_4-99,lig_22448-1,0.99,0,0.01
lig_4-99,lig_22529-1,-6.18,0,0.01
lig_4-99,lig_22529-4,-4.43,0,0.01
lig_4-99,lig_22550-2,-1.22,0,0.01
lig_4-99,lig_22565-1,-1.99,0,0.01
lig_4-99,lig_22565-2,-2.49,0,0.01
lig_4-99,lig_22574-1,-3.90,0,0.01
lig_4-99,lig_2259-2,0.48,0,0.01
lig_4-99,lig_22639-1,-0.64,0,0.01
lig_4-99,lig_22655-1,-2.97,0,0.01
lig_4-99,lig_22675-2,-1.90,0,0.01
lig_4-99,lig_22676-1,-3.38,0,0.01
lig_4-99,lig_22676-4,-0.52,0,0.01
lig_4-99,lig_22682-2,-4.12,0,0.01
lig_4-99,lig_2283-1,-2.05,0,0.01
lig_4-99,lig_22903-1,-0.65,0,0.01
lig_4-99,lig_22913-1,-2.31,0,0.01
lig_4-99,lig_22915-2,-1.11,0,0.01
lig_4-99,lig_22920-1,0.32,0,0.01
lig_4-99,lig_22930-2,-6.44,0,0.01
lig_4-99,lig_22931-1,-4.05,0,0.01
lig_4-99,lig_22931-2,-2.49,0,0.01
lig_4-99,lig_22941-1,-2.78,0,0.01
lig_4-99,lig_22953-1,3.47,0,0.01
lig_4-99,lig_22953-2,2.63,0,0.01
lig_4-99,lig_2296-1,-2.72,0,0.01
lig_4-99,lig_23009-1,-1.06,0,0.01
lig_4-99,lig_2308-1,-1.30,0,0.01
lig_4-99,lig_2310-1,-2.41,0,0.01
lig_4-99,lig_2311-1,-4.00,0,0.01
lig_4-99,lig_2313-1,-3.86,0,0.01
lig_4-99,lig_2313-2,-2.09,0,0.01
lig_4-99,lig_2316-2,-1.93,0,0.01
lig_4-99,lig_2317-1,-2.17,0,0.01
lig_4-99,lig_2322-1,-2.13,0,0.01
lig_4-99,lig_2322-2,-3.36,0,0.01
lig_4-99,lig_23238-2,-1.63,0,0.01
lig_4-99,lig_2324-1,-1.25,0,0.01
lig_4-99,lig_2324-2,-0.85,0,0.01
lig_4-99,lig_2325-1,-2.87,0,0.01
lig_4-99,lig_2325-2,-4.66,0,0.01
lig_4-99,lig_23260-1,-0.95,0,0.01
lig_4-99,lig_2327-1,-2.70,0,0.01
lig_4-99,lig_2327-2,-0.62,0,0.01
lig_4-99,lig_23270-1,-5.44,0,0.01
lig_4-99,lig_23270-2,-2.33,0,0.01
lig_4-99,lig_2328-1,-1.20,0,0.01
lig_4-99,lig_2328-2,-1.88,0,0.01
lig_4-99,lig_2330-1,-2.72,0,0.01
lig_4-99,lig_2330-2,-4.18,0,0.01
lig_4-99,lig_2333-1,-0.63,0,0.01
lig_4-99,lig_2336-1,2.65,0,0.01
lig_4-99,lig_2337-1,-2.72,0,0.01
lig_4-99,lig_2337-2,-1.25,0,0.01
lig_4-99,lig_2337-4,-1.27,0,0.01
lig_4-99,lig_2338-1,-3.01,0,0.01
lig_4-99,lig_2339-1,-1.43,0,0.01
lig_4-99,lig_2349-1,-5.45,0,0.01
lig_4-99,lig_23563-1,-4.37,0,0.01
lig_4-99,lig_23578-1,-3.58,0,0.01
lig_4-99,lig_23583-1,-3.77,0,0.01
lig_4-99,lig_23605-1,-1.80,0,0.01
lig_4-99,lig_2365-1,-2.17,0,0.01
lig_4-99,lig_23658-1,-1.52,0,0.01
lig_4-99,lig_23754-2,0.45,0,0.01
lig_4-99,lig_23856-1,-5.11,0,0.01
lig_4-99,lig_2387-1,0.31,0,0.01
lig_4-99,lig_2400-1,-2.68,0,0.01
lig_4-99,lig_2401-1,1.62,0,0.01
lig_4-99,lig_2406-1,-0.60,0,0.01
lig_4-99,lig_24105-2,-2.72,0,0.01
lig_4-99,lig_24140-2,3.77,0,0.01
lig_4-99,lig_24216-2,2.11,0,0.01
lig_4-99,lig_24322-1,-2.75,0,0.01
lig_4-99,lig_24370-1,-1.48,0,0.01
lig_4-99,lig_2445-1,-2.44,0,0.01
lig_4-99,lig_2445-2,-2.57,0,0.01
lig_4-99,lig_2445-3,-2.48,0,0.01
lig_4-99,lig_2445-4,-0.35,0,0.01
lig_4-99,lig_24460-2,-0.34,0,0.01
lig_4-99,lig_24463-2,-4.73,0,0.01
lig_4-99,lig_24486-1,-0.92,0,0.01
lig_4-99,lig_2449-1,1.81,0,0.01
lig_4-99,lig_24524-1,-1.85,0,0.01
lig_4-99,lig_24555-1,0.12,0,0.01
lig_4-99,lig_24559-1,-2.27,0,0.01
lig_4-99,lig_24560-4,1.60,0,0.01
lig_4-99,lig_24561-2,-1.15,0,0.01
lig_4-99,lig_24575-1,-1.38,0,0.01
lig_4-99,lig_24575-2,-2.40,0,0.01
lig_4-99,lig_2458-1,-3.71,0,0.01
lig_4-99,lig_24583-2,-0.73,0,0.01
lig_4-99,lig_24629-3,1.74,0,0.01
lig_4-99,lig_2463-1,-0.51,0,0.01
lig_4-99,lig_24630-2,-0.61,0,0.01
lig_4-99,lig_24633-1,-1.52,0,0.01
lig_4-99,lig_24633-2,-1.41,0,0.01
lig_4-99,lig_24672-1,-0.09,0,0.01
lig_4-99,lig_2472-1,-4.46,0,0.01
lig_4-99,lig_24819-1,-0.94,0,0.01
lig_4-99,lig_24819-2,-1.85,0,0.01
lig_4-99,lig_24824-4,-1.81,0,0.01
lig_4-99,lig_24825-1,-2.42,0,0.01
lig_4-99,lig_24826-1,-1.25,0,0.01
lig_4-99,lig_24826-2,2.60,0,0.01
lig_4-99,lig_2506-1,-1.91,0,0.01
lig_4-99,lig_25215-1,-3.08,0,0.01
lig_4-99,lig_25215-2,-3.43,0,0.01
lig_4-99,lig_25215-3,-4.34,0,0.01
lig_4-99,lig_25215-4,-1.51,0,0.01
lig_4-99,lig_25253-1,-1.67,0,0.01
lig_4-99,lig_25253-2,-2.87,0,0.01
lig_4-99,lig_25309-1,-2.01,0,0.01
lig_4-99,lig_2537-1,0.59,0,0.01
lig_4-99,lig_25432-1,-4.34,0,0.01
lig_4-99,lig_25433-1,1.33,0,0.01
lig_4-99,lig_25435-1,-0.42,0,0.01
lig_4-99,lig_25435-2,-4.00,0,0.01
lig_4-99,lig_25435-4,-1.16,0,0.01
lig_4-99,lig_25436-2,-1.49,0,0.01
lig_4-99,lig_25436-4,-0.86,0,0.01
lig_4-99,lig_25442-1,-2.45,0,0.01
lig_4-99,lig_25442-2,-3.21,0,0.01
lig_4-99,lig_25460-1,0.72,0,0.01
lig_4-99,lig_25465-5,-0.74,0,0.01
lig_4-99,lig_25468-5,0.79,0,0.01
lig_4-99,lig_25532-2,-4.96,0,0.01
lig_4-99,lig_25532-3,-2.44,0,0.01
lig_4-99,lig_25537-1,-2.62,0,0.01
lig_4-99,lig_25538-1,-1.97,0,0.01
lig_4-99,lig_25577-1,1.85,0,0.01
lig_4-99,lig_25577-2,4.53,0,0.01
lig_4-99,lig_25580-1,1.76,0,0.01
lig_4-99,lig_25613-1,-1.00,0,0.01
lig_4-99,lig_25840-3,0.91,0,0.01
lig_4-99,lig_25932-1,-2.29,0,0.01
lig_4-99,lig_25952-1,1.05,0,0.01
lig_4-99,lig_26069-1,-1.05,0,0.01
lig_4-99,lig_26082-2,-4.77,0,0.01
lig_4-99,lig_26169-1,3.13,0,0.01
lig_4-99,lig_2621-1,-4.55,0,0.01
lig_4-99,lig_2628-1,-3.41,0,0.01
lig_4-99,lig_26342-2,3.34,0,0.01
lig_4-99,lig_2635-2,-0.68,0,0.01
lig_4-99,lig_2635-3,-1.69,0,0.01
lig_4-99,lig_2635-4,-1.49,0,0.01
lig_4-99,lig_265-1,-0.92,0,0.01
lig_4-99,lig_26586-2,-2.97,0,0.01
lig_4-99,lig_26622-1,-4.03,0,0.01
lig_4-99,lig_26625-2,-0.92,0,0.01
lig_4-99,lig_26643-1,-1.22,0,0.01
lig_4-99,lig_2667-1,-1.02,0,0.01
lig_4-99,lig_26756-1,-1.40,0,0.01
lig_4-99,lig_2680-1,-4.81,0,0.01
lig_4-99,lig_2681-1,-2.41,0,0.01
lig_4-99,lig_2683-1,-0.46,0,0.01
lig_4-99,lig_26874-1,0.03,0,0.01
lig_4-99,lig_26958-2,1.30,0,0.01
lig_4-99,lig_26961-2,0.99,0,0.01
lig_4-99,lig_2701-1,-1.81,0,0.01
lig_4-99,lig_27013-1,-0.02,0,0.01
lig_4-99,lig_2702-1,-3.09,0,0.01
lig_4-99,lig_27063-1,-0.56,0,0.01
lig_4-99,lig_27065-1,-0.92,0,0.01
lig_4-99,lig_27065-2,-1.20,0,0.01
lig_4-99,lig_27068-2,1.64,0,0.01
lig_4-99,lig_2707-1,-3.76,0,0.01
lig_4-99,lig_27086-1,1.16,0,0.01
lig_4-99,lig_27086-2,1.56,0,0.01
lig_4-99,lig_27088-1,-1.06,0,0.01
lig_4-99,lig_27089-1,-2.76,0,0.01
lig_4-99,lig_27091-1,0.76,0,0.01
lig_4-99,lig_27096-1,0.66,0,0.01
lig_4-99,lig_27098-1,0.91,0,0.01
lig_4-99,lig_27107-1,0.47,0,0.01
lig_4-99,lig_27107-2,0.19,0,0.01
lig_4-99,lig_27253-1,-3.04,0,0.01
lig_4-99,lig_27269-1,-2.95,0,0.01
lig_4-99,lig_27272-1,-2.77,0,0.01
lig_4-99,lig_27272-2,-0.38,0,0.01
lig_4-99,lig_27277-1,-0.93,0,0.01
lig_4-99,lig_27359-1,-2.42,0,0.01
lig_4-99,lig_27585-1,-7.27,0,0.01
lig_4-99,lig_27632-1,1.32,0,0.01
lig_4-99,lig_27669-1,-1.19,0,0.01
lig_4-99,lig_27675-1,-1.38,0,0.01
lig_4-99,lig_27675-2,-0.92,0,0.01
lig_4-99,lig_27716-1,-1.64,0,0.01
lig_4-99,lig_27755-1,-1.36,0,0.01
lig_4-99,lig_2787-1,-0.03,0,0.01
lig_4-99,lig_27910-2,1.86,0,0.01
lig_4-99,lig_27975-1,-4.21,0,0.01
lig_4-99,lig_28049-1,-1.99,0,0.01
lig_4-99,lig_28052-1,-4.38,0,0.01
lig_4-99,lig_28052-2,-4.72,0,0.01
lig_4-99,lig_28052-3,-2.44,0,0.01
lig_4-99,lig_28052-4,-4.48,0,0.01
lig_4-99,lig_28054-2,-1.35,0,0.01
lig_4-99,lig_28054-3,2.64,0,0.01
lig_4-99,lig_28054-4,-3.38,0,0.01
lig_4-99,lig_28055-1,-2.45,0,0.01
lig_4-99,lig_28055-2,-4.29,0,0.01
lig_4-99,lig_28055-4,-3.45,0,0.01
lig_4-99,lig_2806-1,-2.35,0,0.01
lig_4-99,lig_28642-1,-2.57,0,0.01
lig_4-99,lig_2868-1,-3.04,0,0.01
lig_4-99,lig_2869-4,1.72,0,0.01
lig_4-99,lig_2872-1,-0.71,0,0.01
lig_4-99,lig_28823-1,-1.76,0,0.01
lig_4-99,lig_28838-1,-3.83,0,0.01
lig_4-99,lig_28902-1,-3.74,0,0.01
lig_4-99,lig_28910-1,-3.09,0,0.01
lig_4-99,lig_28911-1,-1.38,0,0.01
lig_4-99,lig_28919-1,-0.70,0,0.01
lig_4-99,lig_2895-1,-3.42,0,0.01
lig_4-99,lig_2896-1,-4.40,0,0.01
lig_4-99,lig_2896-2,-3.28,0,0.01
lig_4-99,lig_28964-1,-1.00,0,0.01
lig_4-99,lig_28964-2,-5.11,0,0.01
lig_4-99,lig_28967-2,-4.99,0,0.01
lig_4-99,lig_28967-3,-4.87,0,0.01
lig_4-99,lig_29038-1,-2.51,0,0.01
lig_4-99,lig_29059-4,-5.70,0,0.01
lig_4-99,lig_29060-2,0.58,0,0.01
lig_4-99,lig_29061-3,-3.20,0,0.01
lig_4-99,lig_29061-4,-7.36,0,0.01
lig_4-99,lig_29062-4,-5.52,0,0.01
lig_4-99,lig_29063-1,-3.76,0,0.01
lig_4-99,lig_29063-2,-4.11,0,0.01
lig_4-99,lig_29063-3,-2.76,0,0.01
lig_4-99,lig_29063-4,-3.17,0,0.01
lig_4-99,lig_29087-2,0.11,0,0.01
lig_4-99,lig_29195-1,-2.65,0,0.01
lig_4-99,lig_29197-1,-3.92,0,0.01
lig_4-99,lig_29198-2,-3.19,0,0.01
lig_4-99,lig_29306-5,0.85,0,0.01
lig_4-99,lig_29306-7,0.26,0,0.01
lig_4-99,lig_29312-6,-2.73,0,0.01
lig_4-99,lig_29312-7,-2.40,0,0.01
lig_4-99,lig_29314-4,-0.11,0,0.01
lig_4-99,lig_2935-1,1.10,0,0.01
lig_4-99,lig_2935-2,-2.48,0,0.01
lig_4-99,lig_29601-3,-3.05,0,0.01
lig_4-99,lig_29601-4,-2.36,0,0.01
lig_4-99,lig_29605-2,-3.81,0,0.01
lig_4-99,lig_29608-2,-4.91,0,0.01
lig_4-99,lig_29617-1,-1.71,0,0.01
lig_4-99,lig_2964-2,-1.78,0,0.01
lig_4-99,lig_29759-1,-3.20,0,0.01
lig_4-99,lig_2979-1,-3.51,0,0.01
lig_4-99,lig_2981-1,-2.86,0,0.01
lig_4-99,lig_2983-1,-1.89,0,0.01
lig_4-99,lig_2983-2,-2.36,0,0.01
lig_4-99,lig_29832-1,-2.69,0,0.01
lig_4-99,lig_30045-3,-1.11,0,0.01
lig_4-99,lig_30309-1,-2.70,0,0.01
lig_4-99,lig_3032-1,-3.86,0,0.01
lig_4-99,lig_3033-1,-3.21,0,0.01
lig_4-99,lig_30432-1,-2.90,0,0.01
lig_4-99,lig_30475-2,1.19,0,0.01
lig_4-99,lig_3059-1,-3.43,0,0.01
lig_4-99,lig_30599-1,-0.74,0,0.01
lig_4-99,lig_30788-4,-2.14,0,0.01
lig_4-99,lig_31-1,-3.22,0,0.01
lig_4-99,lig_31003-1,-2.65,0,0.01
lig_4-99,lig_31003-2,-4.30,0,0.01
lig_4-99,lig_31004-1,-4.34,0,0.01
lig_4-99,lig_31004-2,-2.50,0,0.01
lig_4-99,lig_31004-3,-2.90,0,0.01
lig_4-99,lig_31004-4,-5.88,0,0.01
lig_4-99,lig_31005-1,-0.26,0,0.01
lig_4-99,lig_31005-3,-0.09,0,0.01
lig_4-99,lig_31005-5,-4.54,0,0.01
lig_4-99,lig_31005-8,-2.40,0,0.01
lig_4-99,lig_31007-1,-4.54,0,0.01
lig_4-99,lig_31007-3,-5.09,0,0.01
lig_4-99,lig_31007-4,-5.84,0,0.01
lig_4-99,lig_31013-8,3.55,0,0.01
lig_4-99,lig_31018-4,-1.46,0,0.01
lig_4-99,lig_31018-5,-1.85,0,0.01
lig_4-99,lig_31018-7,-2.67,0,0.01
lig_4-99,lig_31076-3,-6.24,0,0.01
lig_4-99,lig_31131-1,-0.22,0,0.01
lig_4-99,lig_31144-1,1.04,0,0.01
lig_4-99,lig_31144-2,-3.82,0,0.01
lig_4-99,lig_31145-1,1.40,0,0.01
lig_4-99,lig_31145-2,-3.30,0,0.01
lig_4-99,lig_3117-1,-3.15,0,0.01
lig_4-99,lig_31180-1,0.89,0,0.01
lig_4-99,lig_31227-1,1.40,0,0.01
lig_4-99,lig_3123-1,-1.67,0,0.01
lig_4-99,lig_3130-1,2.52,0,0.01
lig_4-99,lig_3135-1,0.04,0,0.01
lig_4-99,lig_31419-1,-3.04,0,0.01
lig_4-99,lig_31443-1,-5.82,0,0.01
lig_4-99,lig_31446-1,-3.50,0,0.01
lig_4-99,lig_31468-1,-1.14,0,0.01
lig_4-99,lig_31479-2,1.72,0,0.01
lig_4-99,lig_31480-1,-2.27,0,0.01
lig_4-99,lig_31480-2,-0.20,0,0.01
lig_4-99,lig_31480-3,-1.55,0,0.01
lig_4-99,lig_31480-4,-0.66,0,0.01
lig_4-99,lig_31487-2,2.68,0,0.01
lig_4-99,lig_31494-1,-1.66,0,0.01
lig_4-99,lig_31585-1,-1.46,0,0.01
lig_4-99,lig_31862-1,-0.92,0,0.01
lig_4-99,lig_31936-3,-6.04,0,0.01
lig_4-99,lig_3195-1,-6.59,0,0.01
lig_4-99,lig_32010-1,-4.78,0,0.01
lig_4-99,lig_32039-1,-2.93,0,0.01
lig_4-99,lig_32224-1,-2.92,0,0.01
lig_4-99,lig_3231-1,1.16,0,0.01
lig_4-99,lig_3234-1,0.24,0,0.01
lig_4-99,lig_32345-1,-4.90,0,0.01
lig_4-99,lig_3236-1,-2.36,0,0.01
lig_4-99,lig_32386-1,-0.52,0,0.01
lig_4-99,lig_32399-1,-1.18,0,0.01
lig_4-99,lig_3267-2,-3.64,0,0.01
lig_4-99,lig_3273-1,-1.79,0,0.01
lig_4-99,lig_3273-2,-3.18,0,0.01
lig_4-99,lig_32793-1,-3.71,0,0.01
lig_4-99,lig_32793-2,-1.78,0,0.01
lig_4-99,lig_32793-3,-0.76,0,0.01
lig_4-99,lig_32878-3,0.10,0,0.01
lig_4-99,lig_32878-4,1.88,0,0.01
lig_4-99,lig_32904-1,2.38,0,0.01
lig_4-99,lig_32961-2,2.66,0,0.01
lig_4-99,lig_32964-2,1.07,0,0.01
lig_4-99,lig_33023-1,-0.20,0,0.01
lig_4-99,lig_3305-1,-0.46,0,0.01
lig_4-99,lig_3305-2,1.75,0,0.01
lig_4-99,lig_33140-1,-4.86,0,0.01
lig_4-99,lig_33143-1,-4.48,0,0.01
lig_4-99,lig_33145-1,-2.92,0,0.01
lig_4-99,lig_33169-1,0.79,0,0.01
lig_4-99,lig_3318-1,2.48,0,0.01
lig_4-99,lig_33267-1,-1.64,0,0.01
lig_4-99,lig_3333-1,-1.80,0,0.01
lig_4-99,lig_3333-2,-1.97,0,0.01
lig_4-99,lig_33408-1,-3.32,0,0.01
lig_4-99,lig_3347-1,-1.93,0,0.01
lig_4-99,lig_3347-2,-4.69,0,0.01
lig_4-99,lig_33512-1,-3.69,0,0.01
lig_4-99,lig_3358-1,-2.48,0,0.01
lig_4-99,lig_33839-1,0.73,0,0.01
lig_4-99,lig_34025-1,2.10,0,0.01
lig_4-99,lig_34072-2,-1.38,0,0.01
lig_4-99,lig_34073-2,-3.32,0,0.01
lig_4-99,lig_3450-1,-1.03,0,0.01
lig_4-99,lig_3450-2,-1.03,0,0.01
lig_4-99,lig_3450-4,-0.06,0,0.01
lig_4-99,lig_3456-4,2.01,0,0.01
lig_4-99,lig_3458-1,-1.40,0,0.01
lig_4-99,lig_3458-2,-2.64,0,0.01
lig_4-99,lig_3466-1,-3.00,0,0.01
lig_4-99,lig_34754-1,-5.93,0,0.01
lig_4-99,lig_348-1,-3.19,0,0.01
lig_4-99,lig_34822-1,0.42,0,0.01
lig_4-99,lig_34859-2,5.60,0,0.01
lig_4-99,lig_34867-2,0.93,0,0.01
lig_4-99,lig_3492-2,-2.52,0,0.01
lig_4-99,lig_34970-1,-0.16,0,0.01
lig_4-99,lig_3499-1,3.47,0,0.01
lig_4-99,lig_35006-1,-0.03,0,0.01
lig_4-99,lig_35007-1,-3.54,0,0.01
lig_4-99,lig_35201-1,0.54,0,0.01
lig_4-99,lig_35201-2,1.06,0,0.01
lig_4-99,lig_35206-1,3.42,0,0.01
lig_4-99,lig_35211-1,-1.77,0,0.01
lig_4-99,lig_35211-2,-1.16,0,0.01
lig_4-99,lig_35211-3,-2.00,0,0.01
lig_4-99,lig_35211-4,0.42,0,0.01
lig_4-99,lig_35213-1,-0.91,0,0.01
lig_4-99,lig_35213-2,-2.82,0,0.01
lig_4-99,lig_35219-4,-0.03,0,0.01
lig_4-99,lig_3527-1,-2.61,0,0.01
lig_4-99,lig_3528-1,-1.25,0,0.01
lig_4-99,lig_3538-1,-1.73,0,0.01
lig_4-99,lig_35399-2,-1.96,0,0.01
lig_4-99,lig_35399-3,-2.17,0,0.01
lig_4-99,lig_35400-1,0.35,0,0.01
lig_4-99,lig_35469-3,3.45,0,0.01
lig_4-99,lig_3553-1,-1.83,0,0.01
lig_4-99,lig_35688-1,-2.70,0,0.01
lig_4-99,lig_35688-2,-3.55,0,0.01
lig_4-99,lig_35688-3,-1.74,0,0.01
lig_4-99,lig_35688-4,-0.31,0,0.01
lig_4-99,lig_35689-1,-4.41,0,0.01
lig_4-99,lig_35689-2,-0.59,0,0.01
lig_4-99,lig_35689-3,-1.03,0,0.01
lig_4-99,lig_35689-4,-0.41,0,0.01
lig_4-99,lig_35689-5,-0.78,0,0.01
lig_4-99,lig_35689-6,-4.96,0,0.01
lig_4-99,lig_35689-7,-1.49,0,0.01
lig_4-99,lig_35689-8,-2.30,0,0.01
lig_4-99,lig_3574-1,-0.89,0,0.01
lig_4-99,lig_36314-5,-0.88,0,0.01
lig_4-99,lig_36344-8,-3.92,0,0.01
lig_4-99,lig_36588-1,-0.73,0,0.01
lig_4-99,lig_36617-1,-1.03,0,0.01
lig_4-99,lig_36870-1,-4.00,0,0.01
lig_4-99,lig_36943-1,-2.97,0,0.01
lig_4-99,lig_3698-1,-4.54,0,0.01
lig_4-99,lig_37348-1,-0.95,0,0.01
lig_4-99,lig_37771-1,-3.92,0,0.01
lig_4-99,lig_37891-3,-6.62,0,0.01
lig_4-99,lig_37892-2,-2.06,0,0.01
lig_4-99,lig_3794-1,-3.47,0,0.01
lig_4-99,lig_3795-1,-2.42,0,0.01
lig_4-99,lig_37962-2,-0.33,0,0.01
lig_4-99,lig_37962-5,-2.43,0,0.01
lig_4-99,lig_38017-1,-5.33,0,0.01
lig_4-99,lig_38085-1,-1.74,0,0.01
lig_4-99,lig_3822-1,-0.55,0,0.01
lig_4-99,lig_3841-1,0.51,0,0.01
lig_4-99,lig_38780-1,-2.32,0,0.01
lig_4-99,lig_39043-2,-0.09,0,0.01
lig_4-99,lig_39066-1,-1.98,0,0.01
lig_4-99,lig_39098-1,-3.32,0,0.01
lig_4-99,lig_39098-2,-4.81,0,0.01
lig_4-99,lig_39107-1,-6.31,0,0.01
lig_4-99,lig_39110-1,-1.72,0,0.01
lig_4-99,lig_39115-1,-7.04,0,0.01
lig_4-99,lig_39132-1,-2.67,0,0.01
lig_4-99,lig_39155-1,-2.16,0,0.01
lig_4-99,lig_39207-1,-5.69,0,0.01
lig_4-99,lig_39215-2,-2.69,0,0.01
lig_4-99,lig_39314-1,0.75,0,0.01
lig_4-99,lig_39325-1,-4.95,0,0.01
lig_4-99,lig_39326-1,-3.69,0,0.01
lig_4-99,lig_39328-3,-4.01,0,0.01
lig_4-99,lig_39351-1,2.98,0,0.01
lig_4-99,lig_3951-1,-3.49,0,0.01
lig_4-99,lig_39541-1,1.24,0,0.01
lig_4-99,lig_3955-1,-0.33,0,0.01
lig_4-99,lig_3956-1,-0.30,0,0.01
lig_4-99,lig_3957-2,-1.85,0,0.01
lig_4-99,lig_3957-3,-4.22,0,0.01
lig_4-99,lig_39580-1,-0.50,0,0.01
lig_4-99,lig_39644-1,-1.96,0,0.01
lig_4-99,lig_39657-1,-1.25,0,0.01
lig_4-99,lig_39709-1,0.65,0,0.01
lig_4-99,lig_3971-1,-3.25,0,0.01
lig_4-99,lig_39714-1,-1.39,0,0.01
lig_4-99,lig_39714-2,-0.81,0,0.01
lig_4-99,lig_39716-3,0.95,0,0.01
lig_4-99,lig_39735-1,-0.46,0,0.01
lig_4-99,lig_39826-1,-1.36,0,0.01
lig_4-99,lig_39845-1,-4.52,0,0.01
lig_4-99,lig_39859-1,0.01,0,0.01
lig_4-99,lig_3986-2,-1.42,0,0.01
lig_4-99,lig_39873-3,-3.22,0,0.01
lig_4-99,lig_39933-2,1.14,0,0.01
lig_4-99,lig_39933-3,-0.18,0,0.01
lig_4-99,lig_39933-4,-0.74,0,0.01
lig_4-99,lig_39967-1,-4.87,0,0.01
lig_4-99,lig_3998-1,3.93,0,0.01
lig_4-99,lig_40-1,0.36,0,0.01
lig_4-99,lig_4000-2,1.13,0,0.01
lig_4-99,lig_40002-2,-3.80,0,0.01
lig_4-99,lig_40002-3,-3.81,0,0.01
lig_4-99,lig_40019-3,-3.70,0,0.01
lig_4-99,lig_40019-4,-1.89,0,0.01
lig_4-99,lig_40037-1,-0.90,0,0.01
lig_4-99,lig_40057-1,-2.49,0,0.01
lig_4-99,lig_40057-2,-2.95,0,0.01
lig_4-99,lig_40067-1,0.45,0,0.01
lig_4-99,lig_40067-2,-0.02,0,0.01
lig_4-99,lig_40137-1,0.79,0,0.01
lig_4-99,lig_40163-1,-2.71,0,0.01
lig_4-99,lig_40163-2,-2.09,0,0.01
lig_4-99,lig_40229-1,-1.79,0,0.01
lig_4-99,lig_40318-2,1.20,0,0.01
lig_4-99,lig_4038-1,0.71,0,0.01
lig_4-99,lig_4038-4,-4.19,0,0.01
lig_4-99,lig_40386-1,0.42,0,0.01
lig_4-99,lig_40386-2,1.63,0,0.01
lig_4-99,lig_40424-1,-2.41,0,0.01
lig_4-99,lig_40424-2,-2.49,0,0.01
lig_4-99,lig_40477-1,-1.24,0,0.01
lig_4-99,lig_40477-2,0.00,0,0.01
lig_4-99,lig_40496-1,2.76,0,0.01
lig_4-99,lig_40505-1,-0.27,0,0.01
lig_4-99,lig_40523-1,-4.11,0,0.01
lig_4-99,lig_4060-1,-3.76,0,0.01
lig_4-99,lig_4060-2,-4.51,0,0.01
lig_4-99,lig_40642-1,-6.05,0,0.01
lig_4-99,lig_40696-1,-2.29,0,0.01
lig_4-99,lig_40785-1,2.79,0,0.01
lig_4-99,lig_40812-1,-1.92,0,0.01
lig_4-99,lig_40873-1,-0.26,0,0.01
lig_4-99,lig_40894-1,-7.21,0,0.01
lig_4-99,lig_40961-1,-2.24,0,0.01
lig_4-99,lig_41115-1,-2.98,0,0.01
lig_4-99,lig_41118-2,-3.94,0,0.01
lig_4-99,lig_41138-1,-2.57,0,0.01
lig_4-99,lig_41138-2,-3.12,0,0.01
lig_4-99,lig_41138-3,0.11,0,0.01
lig_4-99,lig_41197-2,-1.69,0,0.01
lig_4-99,lig_41240-1,-3.75,0,0.01
lig_4-99,lig_41240-2,1.60,0,0.01
lig_4-99,lig_41328-1,-2.74,0,0.01
lig_4-99,lig_41340-3,-0.16,0,0.01
lig_4-99,lig_4152-1,0.20,0,0.01
lig_4-99,lig_41520-1,-4.47,0,0.01
lig_4-99,lig_41520-2,-5.70,0,0.01
lig_4-99,lig_41520-4,-1.95,0,0.01
lig_4-99,lig_41789-1,-3.26,0,0.01
lig_4-99,lig_41789-2,-1.51,0,0.01
lig_4-99,lig_41818-1,-2.19,0,0.01
lig_4-99,lig_41837-1,-2.19,0,0.01
lig_4-99,lig_41904-4,-2.43,0,0.01
lig_4-99,lig_41907-2,-2.04,0,0.01
lig_4-99,lig_41996-1,-3.19,0,0.01
lig_4-99,lig_42001-1,-2.30,0,0.01
lig_4-99,lig_42059-1,-2.08,0,0.01
lig_4-99,lig_42060-1,-4.94,0,0.01
lig_4-99,lig_42073-1,-3.43,0,0.01
lig_4-99,lig_4211-1,-3.10,0,0.01
lig_4-99,lig_4214-1,-5.15,0,0.01
lig_4-99,lig_42176-1,-3.25,0,0.01
lig_4-99,lig_42270-1,-1.34,0,0.01
lig_4-99,lig_42365-1,0.63,0,0.01
lig_4-99,lig_42427-1,-3.34,0,0.01
lig_4-99,lig_42427-2,-1.45,0,0.01
