,edge_run,CGI_dG,CGI_Std_Err_parametric,CGI_Std_Err_bootstrip,BAR_dG,BAR_Std_Err_bootstrip,BAR_Std_Err_analytical,num_forward,num_backward,source_file
1854,edge_lig_30432-1_lig_20782-1_run1_protein,-57.36,0.44,0.43,-57.4,0.51,0.56,80,80,05fs
1855,edge_lig_30432-1_lig_20782-1_run1_water,-56.06,0.22,0.22,-56.39,0.34,0.2,80,80,05fs
474,edge_lig_11298-1_lig_30432-1_run1_protein,160.35,0.47,0.53,160.54,0.46,0.62,80,80,default
475,edge_lig_11298-1_lig_30432-1_run1_water,159.49,0.13,0.13,159.35,0.11,0.12,77,80,default
1856,edge_lig_30432-1_lig_23487-1_run1_protein,-61.4,0.32,0.3,-61.16,0.22,0.48,80,80,05fs
1857,edge_lig_30432-1_lig_23487-1_run1_water,-62.27,0.12,0.13,-62.32,0.14,0.16,80,80,05fs
2582,edge_lig_37247-2_lig_30432-1_run1_protein,-8.25,0.32,0.34,-8.22,0.25,0.5,80,80,05fs
2583,edge_lig_37247-2_lig_30432-1_run1_water,-13.64,0.17,0.14,-13.31,0.15,0.11,80,80,05fs
2072,edge_lig_3283-1_lig_30432-3_run1_protein,42.61,0.7,0.55,44.06,0.91,1.07,80,80,05fs
2073,edge_lig_3283-1_lig_30432-3_run1_water,47.56,0.17,0.19,47.65,0.23,0.22,80,80,05fs
3144,edge_lig_20750-7_lig_39175-2_run1_protein,-25.65,0.45,0.43,-25.93,0.5,0.52,77,78,default
3145,edge_lig_20750-7_lig_39175-2_run1_water,-25.45,0.29,0.35,-25.52,0.4,0.39,51,77,default
3054,edge_lig_20726-1_lig_39175-2_run1_protein,48.16,0.38,0.29,47.9,0.37,0.49,80,80,default
3055,edge_lig_20726-1_lig_39175-2_run1_water,45.19,0.09,0.09,45.11,0.09,0.1,80,80,default
594,edge_lig_11471-3_lig_39175-2_run1_protein,-13.38,0.24,0.3,-13.28,0.33,0.3,80,75,default
595,edge_lig_11471-3_lig_39175-2_run1_water,-14.66,0.17,0.18,-14.8,0.2,0.24,78,73,default
3644,edge_lig_7127-2_lig_39175-2_run1_protein,4.36,0.24,0.28,4.36,0.43,0.31,80,80,05fs
3645,edge_lig_7127-2_lig_39175-2_run1_water,3.98,0.09,0.08,3.99,0.08,0.08,80,80,05fs
962,edge_lig_23802-2_lig_39175-2_run1_protein,-11.54,0.28,0.23,-11.36,0.27,0.25,80,80,05fs
963,edge_lig_23802-2_lig_39175-2_run1_water,-11.14,0.11,0.11,-11.09,0.11,0.11,80,80,05fs
538,edge_lig_11347-1_lig_39175-2_run1_protein,-44.2,0.78,0.75,-42.33,0.76,9.91,80,80,default
539,edge_lig_11347-1_lig_39175-2_run1_water,-43.51,0.14,0.13,-43.53,0.16,0.15,80,80,default
2198,edge_lig_17305-2_lig_39175-2_run1_protein,19.02,0.29,0.31,19.12,0.2,0.22,80,63,default
2199,edge_lig_17305-2_lig_39175-2_run1_water,20.92,0.13,0.12,20.96,0.15,0.13,80,60,default
1922,edge_lig_30810-2_lig_39175-2_run1_protein,88.69,0.65,0.64,88.23,0.66,3.3,80,80,05fs
1923,edge_lig_30810-2_lig_39175-2_run1_water,90.05,0.35,0.33,89.93,0.3,0.61,80,80,05fs
2720,edge_lig_39175-1_lig_27573-1_run1_protein,44.22,0.37,0.38,43.64,0.31,0.14,80,80,05fs
2721,edge_lig_39175-1_lig_27573-1_run1_water,44.66,0.19,0.14,44.77,0.18,0.14,80,80,05fs
2722,edge_lig_39175-1_lig_29840-1_run1_protein,31.63,0.41,0.31,31.51,0.34,0.53,80,80,05fs
2723,edge_lig_39175-1_lig_29840-1_run1_water,30.27,0.1,0.13,30.29,0.14,0.15,80,80,05fs
2724,edge_lig_39175-1_lig_42850-1_run1_protein,-3.22,0.52,0.51,-2.75,0.36,0.96,80,80,05fs
2725,edge_lig_39175-1_lig_42850-1_run1_water,-1.91,0.29,0.3,-1.39,0.36,0.41,80,80,05fs
3076,edge_lig_20744-2_lig_14864-1_run1_protein,-37.25,0.28,0.3,-37.39,0.26,0.38,80,80,default
3077,edge_lig_20744-2_lig_14864-1_run1_water,-36.19,0.19,0.26,-36.24,0.15,0.11,77,80,default
1300,edge_lig_14864-1_lig_44122-1_run1_protein,-5.68,0.74,0.83,-2.8,0.38,131.45,80,80,default
1301,edge_lig_14864-1_lig_44122-1_run1_water,-8.17,0.26,0.25,-7.82,0.3,0.47,77,79,default
1298,edge_lig_14864-1_lig_20782-3_run1_protein,-28.08,0.8,0.72,-24.99,0.78,8.91,80,80,default
1299,edge_lig_14864-1_lig_20782-3_run1_water,-33.18,0.2,0.15,-33.21,0.23,0.22,79,80,default
1302,edge_lig_14864-1_lig_7103-2_run1_protein,17.87,0.38,0.29,17.62,0.3,0.52,80,80,default
1303,edge_lig_14864-1_lig_7103-2_run1_water,13.7,0.27,0.37,13.28,0.34,0.33,80,80,default
3744,edge_lig_8401-1_lig_14864-1_run1_protein,13.68,0.85,0.89,9.9,0.68,338.4,80,80,05fs
3745,edge_lig_8401-1_lig_14864-1_run1_water,18.04,0.17,0.18,17.8,0.18,0.22,80,80,05fs
2508,edge_lig_36747-1_lig_14864-1_run1_protein,-48.71,0.71,0.68,-50.68,0.43,155.52,80,80,05fs
2509,edge_lig_36747-1_lig_14864-1_run1_water,-44.26,0.17,0.18,-44.34,0.19,0.13,80,80,05fs
3128,edge_lig_20750-2_lig_44990-1_run1_protein,-57.67,0.59,0.77,-55.77,0.63,5.38,80,80,default
3129,edge_lig_20750-2_lig_44990-1_run1_water,-58.98,0.21,0.29,-59.13,0.36,0.27,53,80,default
3130,edge_lig_20750-2_lig_9757-1_run1_protein,-59.75,0.63,0.58,-59.79,0.46,3.69,80,80,default
3131,edge_lig_20750-2_lig_9757-1_run1_water,-62.15,0.22,0.32,-62.09,0.37,0.33,49,80,default
3124,edge_lig_20750-2_lig_18872-2_run1_protein,42.25,0.81,0.72,44.36,0.98,1.26,79,80,default
3125,edge_lig_20750-2_lig_18872-2_run1_water,39.89,0.21,0.26,40.37,0.29,0.22,62,79,default
1308,edge_lig_14864-2_lig_20745-2_run1_protein,48.75,0.7,0.79,50.83,0.63,7.53,80,80,default
1309,edge_lig_14864-2_lig_20745-2_run1_water,47.52,0.2,0.16,47.56,0.16,0.2,80,80,default
1316,edge_lig_14864-2_lig_44990-1_run1_protein,3.18,0.78,0.76,5.67,0.49,113.21,80,80,default
1317,edge_lig_14864-2_lig_44990-1_run1_water,-0.53,0.2,0.19,-0.57,0.23,0.22,80,80,default
1314,edge_lig_14864-2_lig_34827-1_run1_protein,-12.19,0.68,0.68,-9.83,0.52,40.71,80,80,default
1315,edge_lig_14864-2_lig_34827-1_run1_water,-15.12,0.28,0.29,-15.15,0.28,0.34,80,80,default
1304,edge_lig_14864-2_lig_11471-4_run1_protein,29.59,0.7,0.89,30.92,0.28,63.23,80,80,default
1305,edge_lig_14864-2_lig_11471-4_run1_water,25.44,0.24,0.24,25.5,0.31,0.25,80,80,default
1318,edge_lig_14864-2_lig_8336-1_run1_protein,2.23,0.86,0.67,3.87,1.51,8.49,80,80,default
1319,edge_lig_14864-2_lig_8336-1_run1_water,2.84,0.36,0.35,2.86,0.42,0.39,80,80,default
1504,edge_lig_15410-1_lig_14864-2_run1_protein,79.13,1.24,1.31,73.15,2.85,10052.99,80,80,default
1505,edge_lig_15410-1_lig_14864-2_run1_water,72.04,0.42,0.36,72.54,0.4,0.52,80,80,default
3264,edge_lig_20797-3_lig_20797-4_run1_protein,-10.62,0.11,0.1,-10.57,0.1,0.11,80,80,default
3265,edge_lig_20797-3_lig_20797-4_run1_water,-10.69,0.09,0.07,-10.67,0.08,0.1,80,80,default
3262,edge_lig_20797-3_lig_20759-3_run1_protein,7.71,0.31,0.27,7.88,0.32,0.22,73,80,default
3263,edge_lig_20797-3_lig_20759-3_run1_water,5.26,0.29,0.35,6.68,0.22,0.16,16,70,default
3266,edge_lig_20797-3_lig_32423-1_run1_protein,30.58,0.19,0.18,30.95,0.2,0.18,79,80,default
3267,edge_lig_20797-3_lig_32423-1_run1_water,27.86,0.26,0.29,29.13,0.36,0.22,15,75,default
3268,edge_lig_20797-3_lig_8423-1_run1_protein,-42.45,0.48,0.45,-42.96,0.44,0.55,80,73,default
3269,edge_lig_20797-3_lig_8423-1_run1_water,-45.36,0.23,0.44,-44.32,0.21,0.19,76,79,default
3260,edge_lig_20797-3_lig_17290-1_run1_protein,-9.24,0.86,0.93,-9.72,0.39,784.18,77,80,default
3261,edge_lig_20797-3_lig_17290-1_run1_water,-8.13,0.57,0.6,-8.01,0.69,0.53,22,80,default
3258,edge_lig_20797-3_lig_17264-1_run1_protein,-43.23,1.77,1.35,-39.45,1.4,3.38,13,78,default
3259,edge_lig_20797-3_lig_17264-1_run1_water,-36.33,1.03,1.06,-32.82,0.35,0.24,14,75,default
598,edge_lig_11611-1_lig_20724-4_run1_protein,-4.77,0.97,1.06,-4.21,1.29,50.26,74,59,default
599,edge_lig_11611-1_lig_20724-4_run1_water,-4.03,0.22,0.24,-4.5,0.29,0.19,77,34,default
3740,edge_lig_8399-1_lig_20724-4_run1_protein,51.58,0.47,0.57,50.26,0.27,14.89,80,80,05fs
3741,edge_lig_8399-1_lig_20724-4_run1_water,50.77,0.17,0.15,50.94,0.22,0.18,80,80,05fs
3188,edge_lig_20760-1_lig_20724-4_run1_protein,2.49,0.5,0.73,3.52,0.95,0.78,79,80,default
3189,edge_lig_20760-1_lig_20724-4_run1_water,6.07,0.14,0.13,6.05,0.14,0.14,74,79,default
3042,edge_lig_20724-4_lig_44503-2_run1_protein,-3.79,0.37,0.4,-2.74,0.33,0.42,79,76,default
3043,edge_lig_20724-4_lig_44503-2_run1_water,-8.74,0.23,0.23,-8.51,0.18,0.14,78,47,default
1948,edge_lig_30931-1_lig_20724-4_run1_protein,62.69,0.57,0.73,60.65,0.68,2.28,80,80,05fs
1949,edge_lig_30931-1_lig_20724-4_run1_water,63.28,0.13,0.15,63.55,0.24,0.17,80,80,05fs
956,edge_lig_23802-2_lig_20724-4_run1_protein,14.24,0.49,0.51,14.39,0.54,1.65,80,80,05fs
957,edge_lig_23802-2_lig_20724-4_run1_water,12.83,0.15,0.18,13.17,0.19,0.15,80,80,05fs
2810,edge_lig_19291-2_lig_20724-4_run1_protein,45.66,0.42,0.52,44.25,0.49,3.03,80,79,default
2811,edge_lig_19291-2_lig_20724-4_run1_water,42.84,0.17,0.18,42.85,0.2,0.24,80,79,default
1906,edge_lig_30807-1_lig_20750-6_run1_protein,2.34,0.35,0.31,3.04,0.34,0.38,80,80,05fs
1907,edge_lig_30807-1_lig_20750-6_run1_water,5.65,0.28,0.27,5.08,0.24,0.14,80,78,05fs
732,edge_lig_20750-7_lig_20797-4_run1_protein,-43.45,0.27,0.37,-43.01,0.6,0.29,76,76,05fs
733,edge_lig_20750-7_lig_20797-4_run1_water,-44.72,0.39,0.38,-47.35,0.47,0.41,79,74,05fs
730,edge_lig_20750-7_lig_20747-1_run1_protein,-1.5,0.6,0.58,-3.38,0.53,0.28,80,78,05fs
731,edge_lig_20750-7_lig_20747-1_run1_water,-3.87,0.48,0.48,-6.84,0.46,0.35,80,73,05fs
3138,edge_lig_20750-7_lig_20754-3_run1_protein,-31.67,0.82,1.09,-31.57,0.97,1.23,18,80,default
3139,edge_lig_20750-7_lig_20754-3_run1_water,-30.21,0.44,0.5,-29.63,0.61,0.41,26,76,default
3142,edge_lig_20750-7_lig_28183-1_run1_protein,-12.61,0.81,0.85,-13.11,1.1,0.74,71,18,default
3143,edge_lig_20750-7_lig_28183-1_run1_water,-15.81,0.42,0.44,-14.61,0.37,0.24,18,72,default
3132,edge_lig_20750-7_lig_14757-1_run1_protein,-73.38,0.66,0.63,-74.51,0.62,0.66,64,77,default
3133,edge_lig_20750-7_lig_14757-1_run1_water,-71.42,0.63,0.75,-70.23,0.47,0.29,12,63,default
2128,edge_lig_17259-1_lig_20750-7_run1_protein,53.17,0.59,0.64,52.93,0.69,2.39,80,75,default
2129,edge_lig_17259-1_lig_20750-7_run1_water,53.04,0.34,0.52,53.88,0.85,0.42,75,22,default
1928,edge_lig_30813-1_lig_20750-7_run1_protein,48.94,0.3,0.3,49.77,0.34,0.2,80,80,05fs
1929,edge_lig_30813-1_lig_20750-7_run1_water,45.11,0.41,0.4,45.36,0.55,0.22,80,80,05fs
1636,edge_lig_29260-1_lig_20750-7_run1_protein,-36.38,0.53,0.5,-35.51,0.75,1.13,80,80,05fs
1637,edge_lig_29260-1_lig_20750-7_run1_water,-33.41,0.19,0.2,-33.72,0.22,0.16,80,80,05fs
2418,edge_lig_17957-1_lig_20750-7_run1_protein,31.36,0.52,0.52,31.21,0.58,1.3,80,65,default
2419,edge_lig_17957-1_lig_20750-7_run1_water,34.68,0.37,0.28,34.64,0.28,0.37,79,35,default
718,edge_lig_20724-2_lig_16609-1_run1_protein,-32.33,0.51,0.56,-31.3,0.42,3.08,80,80,05fs
719,edge_lig_20724-2_lig_16609-1_run1_water,-33.06,0.17,0.15,-33.15,0.18,0.16,80,80,05fs
3040,edge_lig_20724-2_lig_44122-2_run1_protein,-45.74,0.71,0.64,-44.73,0.33,20.85,80,80,default
3041,edge_lig_20724-2_lig_44122-2_run1_water,-46.49,0.2,0.2,-46.5,0.24,0.22,80,80,default
948,edge_lig_23487-2_lig_20724-2_run1_protein,87.89,0.36,0.33,85.59,0.16,4.22,80,80,05fs
949,edge_lig_23487-2_lig_20724-2_run1_water,84.33,0.29,0.25,85.22,0.15,0.1,80,80,05fs
3402,edge_lig_21308-1_lig_20724-2_run1_protein,43.98,0.8,0.8,43.43,0.54,27.89,80,80,default
3403,edge_lig_21308-1_lig_20724-2_run1_water,44.42,0.14,0.16,44.52,0.18,0.18,79,79,default
1788,edge_lig_29891-1_lig_20724-2_run1_protein,22.19,0.53,0.52,23.14,1.01,0.63,80,80,05fs
1789,edge_lig_29891-1_lig_20724-2_run1_water,21.95,0.44,0.48,22.19,0.45,0.57,80,36,05fs
2416,edge_lig_17957-1_lig_20724-2_run1_protein,28.04,0.6,0.56,28.49,0.55,1.32,71,80,default
2417,edge_lig_17957-1_lig_20724-2_run1_water,33.64,0.15,0.19,33.53,0.19,0.2,76,79,default
1540,edge_lig_27620-1_lig_22-1_run1_protein,10.15,0.31,0.2,10.21,0.25,0.29,51,80,05fs
1541,edge_lig_27620-1_lig_22-1_run1_water,11.11,0.13,0.14,11.15,0.15,0.15,80,80,05fs
1172,edge_lig_25920-1_lig_20702-6_run1_protein,5.86,0.5,0.48,5.15,0.49,0.64,80,80,05fs
1173,edge_lig_25920-1_lig_20702-6_run1_water,9.7,0.52,0.5,8.23,0.3,0.16,80,80,05fs
3060,edge_lig_20730-1_lig_129-1_run1_protein,-34.11,0.37,0.39,-34.34,0.7,0.7,80,80,default
3061,edge_lig_20730-1_lig_129-1_run1_water,-33.92,0.18,0.18,-33.72,0.18,0.19,80,80,default
3062,edge_lig_20730-1_lig_16395-1_run1_protein,10.87,0.39,0.33,10.17,0.32,1.06,80,80,default
3063,edge_lig_20730-1_lig_16395-1_run1_water,9.87,0.19,0.19,10.17,0.22,0.21,80,80,default
3064,edge_lig_20730-1_lig_4044-1_run1_protein,6.24,0.38,0.42,6.75,0.4,0.7,80,80,default
3065,edge_lig_20730-1_lig_4044-1_run1_water,3.6,0.21,0.17,3.76,0.18,0.21,80,80,default
3832,edge_lig_9412-1_lig_20730-1_run1_protein,-27.83,0.42,0.42,-28.16,0.46,0.41,80,80,05fs
3833,edge_lig_9412-1_lig_20730-1_run1_water,-27.69,0.25,0.22,-27.7,0.2,0.25,80,80,05fs
3464,edge_lig_4633-1_lig_20730-1_run1_protein,-30.65,0.46,0.48,-31.13,0.81,0.63,80,80,05fs
3465,edge_lig_4633-1_lig_20730-1_run1_water,-30.96,0.24,0.21,-31.21,0.25,0.29,80,80,05fs
3066,edge_lig_20730-2_lig_155-1_run1_protein,-33.88,0.36,0.36,-33.62,0.43,0.44,80,80,default
3067,edge_lig_20730-2_lig_155-1_run1_water,-36.43,0.16,0.15,-36.43,0.16,0.17,80,80,default
3072,edge_lig_20730-2_lig_4558-1_run1_protein,1.44,0.44,0.33,0.32,0.21,2.19,80,80,default
3073,edge_lig_20730-2_lig_4558-1_run1_water,-0.65,0.18,0.14,-0.52,0.14,0.17,80,80,default
3070,edge_lig_20730-2_lig_40959-1_run1_protein,-56.69,0.48,0.48,-57.33,0.29,4.92,80,80,default
3071,edge_lig_20730-2_lig_40959-1_run1_water,-56.33,0.23,0.22,-56.39,0.23,0.27,80,80,default
3068,edge_lig_20730-2_lig_39331-2_run1_protein,34.71,0.43,0.43,34.87,0.3,3.85,80,80,default
3069,edge_lig_20730-2_lig_39331-2_run1_water,34.39,0.21,0.21,34.37,0.26,0.24,80,80,default
1322,edge_lig_14876-4_lig_27644-1_run1_protein,-26.18,0.35,0.27,-26.63,0.48,0.34,80,77,default
1323,edge_lig_14876-4_lig_27644-1_run1_water,-29.24,0.16,0.15,-29.35,0.14,0.16,80,80,default
1808,edge_lig_30318-1_lig_20726-1_run1_protein,19.61,0.27,0.23,19.76,0.34,0.18,80,80,05fs
1809,edge_lig_30318-1_lig_20726-1_run1_water,13.46,0.21,0.23,13.9,0.17,0.11,80,80,05fs
1812,edge_lig_30318-1_lig_22018-1_run1_protein,-4.06,0.17,0.13,-4.15,0.12,0.22,80,80,05fs
1813,edge_lig_30318-1_lig_22018-1_run1_water,-4.28,0.36,0.43,-3.79,0.15,0.1,80,80,05fs
1818,edge_lig_30318-1_lig_9745-1_run1_protein,15.08,0.49,0.41,16.3,0.57,1.43,80,80,05fs
1819,edge_lig_30318-1_lig_9745-1_run1_water,17.99,0.13,0.12,17.99,0.13,0.12,80,80,05fs
1806,edge_lig_30318-1_lig_19279-1_run1_protein,104.98,0.54,0.41,103.62,0.45,1.78,80,80,05fs
1807,edge_lig_30318-1_lig_19279-1_run1_water,102.9,0.15,0.16,102.94,0.15,0.12,80,80,05fs
946,edge_lig_14066-1_lig_38156-1_run1_protein,33.09,0.5,0.46,32.18,1.03,0.7,80,80,default
947,edge_lig_14066-1_lig_38156-1_run1_water,32.26,0.19,0.15,32.37,0.13,0.19,80,80,default
940,edge_lig_14066-1_lig_22045-1_run1_protein,-32.88,0.4,0.35,-32.12,0.32,0.34,74,71,default
941,edge_lig_14066-1_lig_22045-1_run1_water,-38.56,0.13,0.13,-38.7,0.13,0.12,56,56,default
928,edge_lig_14066-1_lig_11298-1_run1_protein,-106.04,0.48,0.37,-105.29,0.37,1.8,80,80,default
929,edge_lig_14066-1_lig_11298-1_run1_water,-111.28,0.17,0.17,-111.53,0.12,0.12,76,32,default
936,edge_lig_14066-1_lig_19249-1_run1_protein,-24.92,1.04,1.03,-24.36,0.88,994.75,80,80,default
937,edge_lig_14066-1_lig_19249-1_run1_water,-18.0,0.14,0.14,-18.0,0.16,0.14,72,56,default
584,edge_lig_11471-1_lig_14066-1_run1_protein,-47.16,0.49,0.4,-48.12,0.33,3.18,80,66,default
585,edge_lig_11471-1_lig_14066-1_run1_water,-48.38,0.17,0.22,-48.06,0.18,0.15,33,68,default
944,edge_lig_14066-1_lig_37443-2_run1_protein,41.73,0.63,0.74,41.22,1.26,3.88,80,80,default
945,edge_lig_14066-1_lig_37443-2_run1_water,38.25,0.26,0.25,38.11,0.32,0.28,80,80,default
932,edge_lig_14066-1_lig_17492-1_run1_protein,22.63,0.73,0.81,24.88,0.43,13.05,80,80,default
933,edge_lig_14066-1_lig_17492-1_run1_water,20.06,0.4,0.44,20.44,0.5,0.97,80,80,default
942,edge_lig_14066-1_lig_22602-1_run1_protein,106.15,0.89,0.8,105.43,0.71,8.29,80,80,default
943,edge_lig_14066-1_lig_22602-1_run1_water,104.23,0.23,0.23,104.07,0.24,0.25,80,80,default
948,edge_lig_14066-1_lig_42850-1_run1_protein,31.11,0.67,0.65,33.02,0.85,3.32,80,80,default
949,edge_lig_14066-1_lig_42850-1_run1_water,29.5,0.19,0.17,29.54,0.2,0.17,73,74,default
1286,edge_lig_27105-2_lig_40031-1_run1_protein,19.28,1.79,2.4,26.92,0.82,17.23,19,80,05fs
1287,edge_lig_27105-2_lig_40031-1_run1_water,25.89,0.96,1.46,29.49,1.09,0.41,80,80,05fs
1284,edge_lig_27105-1_lig_40031-1_run1_protein,12.33,1.18,1.36,16.67,2.34,0.93,80,80,05fs
1285,edge_lig_27105-1_lig_40031-1_run1_water,15.19,1.02,1.52,14.74,1.31,0.4,79,80,05fs
3340,edge_lig_21122-1_lig_40031-1_run1_protein,-2.36,1.28,1.22,1.27,0.85,222.92,80,80,default
3341,edge_lig_21122-1_lig_40031-1_run1_water,-10.72,0.94,1.88,-2.34,1.19,91.92,80,80,default
2028,edge_lig_3241-1_lig_27635-1_run1_protein,-6.54,0.44,0.53,-5.06,0.43,1.18,80,80,05fs
2029,edge_lig_3241-1_lig_27635-1_run1_water,-9.68,0.16,0.17,-9.92,0.19,0.16,80,80,05fs
2636,edge_lig_38150-2_lig_38150-1_run1_protein,-2.87,0.09,0.1,-2.88,0.08,0.1,80,80,05fs
2637,edge_lig_38150-2_lig_38150-1_run1_water,-3.1,0.07,0.08,-3.07,0.08,0.08,80,80,05fs
1158,edge_lig_14521-1_lig_38150-2_run1_protein,37.1,0.41,0.47,36.92,0.49,1.53,80,80,default
1159,edge_lig_14521-1_lig_38150-2_run1_water,39.54,0.14,0.15,39.37,0.16,0.15,80,80,default
1968,edge_lig_16400-1_lig_38150-2_run1_protein,-15.21,0.4,0.38,-15.67,0.42,0.51,80,80,default
1969,edge_lig_16400-1_lig_38150-2_run1_water,-15.01,0.19,0.17,-15.07,0.21,0.2,80,80,default
2634,edge_lig_38150-2_lig_21324-1_run1_protein,0.78,0.53,0.41,0.83,0.69,0.61,80,80,05fs
2635,edge_lig_38150-2_lig_21324-1_run1_water,-0.68,0.22,0.17,-0.87,0.22,0.2,80,80,05fs
1164,edge_lig_14528-2_lig_38150-2_run1_protein,26.51,0.37,0.37,26.36,0.3,0.78,80,80,default
1165,edge_lig_14528-2_lig_38150-2_run1_water,25.87,0.23,0.2,25.87,0.2,0.22,80,80,default
3506,edge_lig_2145-1_lig_38150-2_run1_protein,-1.39,0.44,0.35,-1.52,0.45,0.46,80,80,default
3507,edge_lig_2145-1_lig_38150-2_run1_water,0.55,0.27,0.21,0.53,0.27,0.27,80,80,default
1112,edge_lig_25900-1_lig_38150-2_run1_protein,45.07,0.38,0.4,44.96,0.47,0.47,80,80,05fs
1113,edge_lig_25900-1_lig_38150-2_run1_water,47.2,0.22,0.21,47.43,0.25,0.22,80,80,05fs
1548,edge_lig_27644-2_lig_38150-2_run1_protein,-13.02,0.39,0.4,-13.49,0.21,1.56,80,80,05fs
1549,edge_lig_27644-2_lig_38150-2_run1_water,-11.66,0.14,0.14,-11.69,0.17,0.16,80,80,05fs
3114,edge_lig_42554-2_lig_38150-2_run1_protein,11.76,0.52,0.52,11.41,0.4,1.51,80,80,05fs
3115,edge_lig_42554-2_lig_38150-2_run1_water,13.91,0.23,0.26,13.8,0.34,0.25,80,80,05fs
3394,edge_lig_44904-2_lig_14057-1_run1_protein,36.19,0.43,0.4,35.54,0.65,0.62,80,80,05fs
3395,edge_lig_44904-2_lig_14057-1_run1_water,34.87,0.15,0.17,34.75,0.21,0.15,80,80,05fs
1926,edge_lig_16343-1_lig_44904-2_run1_protein,-29.61,0.39,0.59,-27.9,0.55,0.83,80,80,default
1927,edge_lig_16343-1_lig_44904-2_run1_water,-27.17,0.19,0.15,-27.42,0.19,0.17,80,80,default
3404,edge_lig_44904-2_lig_2162-1_run1_protein,-3.67,0.41,0.37,-4.06,0.63,0.61,80,80,05fs
3405,edge_lig_44904-2_lig_2162-1_run1_water,-3.84,0.24,0.25,-3.89,0.26,0.25,80,80,05fs
3392,edge_lig_44904-2_lig_11063-2_run1_protein,35.06,0.33,0.34,34.8,0.62,0.48,80,80,05fs
3393,edge_lig_44904-2_lig_11063-2_run1_water,37.04,0.14,0.15,37.09,0.13,0.12,80,80,05fs
3398,edge_lig_44904-2_lig_16318-1_run1_protein,8.43,0.35,0.27,8.41,0.42,0.34,80,80,05fs
3399,edge_lig_44904-2_lig_16318-1_run1_water,7.0,0.17,0.15,6.89,0.16,0.13,80,80,05fs
3396,edge_lig_44904-2_lig_15472-1_run1_protein,-17.0,0.65,0.52,-16.77,0.36,1.26,80,80,05fs
3397,edge_lig_44904-2_lig_15472-1_run1_water,-19.76,0.31,0.27,-19.73,0.22,0.35,80,80,05fs
3400,edge_lig_44904-2_lig_21341-1_run1_protein,-60.65,0.68,0.55,-59.37,0.96,1.16,80,80,05fs
3401,edge_lig_44904-2_lig_21341-1_run1_water,-60.04,0.31,0.32,-60.32,0.44,0.38,80,80,05fs
3402,edge_lig_44904-2_lig_2141-1_run1_protein,-28.07,0.61,0.63,-27.68,0.53,0.79,80,80,05fs
3403,edge_lig_44904-2_lig_2141-1_run1_water,-27.71,0.31,0.24,-27.68,0.28,0.35,80,80,05fs
1712,edge_lig_15694-1_lig_27168-4_run1_protein,29.6,0.55,0.59,29.12,0.8,1.55,80,80,default
1713,edge_lig_15694-1_lig_27168-4_run1_water,28.71,0.21,0.18,28.48,0.19,0.22,80,80,default
2606,edge_lig_37888-1_lig_27168-4_run1_protein,-1.13,1.28,1.44,-1.25,1.22,54.14,28,19,05fs
2607,edge_lig_37888-1_lig_27168-4_run1_water,-0.78,0.22,0.25,-1.2,0.28,0.25,80,80,05fs
2378,edge_lig_36078-2_lig_38150-1_run1_protein,32.43,0.9,1.01,30.73,1.03,34.15,65,80,05fs
2379,edge_lig_36078-2_lig_38150-1_run1_water,32.24,0.22,0.26,32.25,0.28,0.3,80,80,05fs
856,edge_lig_13696-1_lig_38150-1_run1_protein,-30.64,0.29,0.28,-30.7,0.37,0.28,80,80,default
857,edge_lig_13696-1_lig_38150-1_run1_water,-29.75,0.17,0.16,-29.77,0.15,0.12,71,80,default
2632,edge_lig_38150-1_lig_21927-2_run1_protein,-42.02,1.4,1.62,-40.3,0.8,262.86,18,80,05fs
2633,edge_lig_38150-1_lig_21927-2_run1_water,-44.05,0.32,0.31,-44.28,0.35,0.38,80,80,05fs
1470,edge_lig_15335-1_lig_38150-1_run1_protein,-24.83,0.58,0.59,-25.82,0.47,0.77,80,80,default
1471,edge_lig_15335-1_lig_38150-1_run1_water,-26.06,0.27,0.27,-26.27,0.24,0.3,80,80,default
2374,edge_lig_35998-1_lig_38150-1_run1_protein,8.03,0.62,0.52,7.05,0.72,0.97,80,60,05fs
2375,edge_lig_35998-1_lig_38150-1_run1_water,8.86,0.31,0.29,8.97,0.45,0.36,73,80,05fs
1758,edge_lig_15847-1_lig_38150-1_run1_protein,14.71,0.48,0.51,15.02,0.34,0.78,80,80,default
1759,edge_lig_15847-1_lig_38150-1_run1_water,15.71,0.25,0.25,15.4,0.24,0.24,80,80,default
1156,edge_lig_14521-1_lig_2137-2_run1_protein,24.04,0.29,0.29,24.69,0.23,0.67,80,44,default
1157,edge_lig_14521-1_lig_2137-2_run1_water,24.61,0.15,0.15,24.75,0.18,0.18,80,30,default
1154,edge_lig_14521-1_lig_18861-1_run1_protein,13.37,0.42,0.53,13.02,0.44,0.59,47,71,default
1155,edge_lig_14521-1_lig_18861-1_run1_water,13.9,0.17,0.18,13.56,0.14,0.11,63,35,default
1160,edge_lig_14521-1_lig_39844-1_run1_protein,34.42,0.38,0.35,34.31,0.24,1.18,31,79,default
1161,edge_lig_14521-1_lig_39844-1_run1_water,34.91,0.28,0.29,35.01,0.17,0.12,64,27,default
2244,edge_lig_17693-1_lig_14521-1_run1_protein,-27.69,0.31,0.28,-27.78,0.21,0.5,33,73,default
