ligand	DG(MLE)	uncertainty (kcal/mol)
lig_16635-3	3.69	0.0
lig_21099-1	3.83	0.0
lig_33211-3	4.13	0.01
lig_33347-1	2.6500000000000004	0.0
lig_35182-2	3.43	0.0
lig_29872-1	0.56	0.0
lig_27654-1	3.43	0.01
lig_39834-2	3.5900000000000003	0.01
lig_18175-1	0.38000000000000034	0.0
lig_36109-2	-1.6	0.01
lig_24427-1	3.1	0.01
lig_18148-1	1.52	0.0
lig_16845-1	4.67	0.01
lig_21992-1	4.47	0.0
lig_15511-4	3.77	0.0
lig_18795-2	4.46	0.01
lig_20456-1	4.95	0.01
lig_24948-1	0.45999999999999996	0.01
lig_25922-1	6.46	0.01
lig_26097-1	-0.06999999999999984	0.01
lig_18806-2	4.53	0.01
lig_23287-1	6.57	0.0
lig_16336-1	1.7500000000000002	0.01
lig_39595-1	1.9300000000000002	0.01
lig_14127-1	4.7	0.01
lig_29535-2	5.3100000000000005	0.01
lig_29836-1	5.75	0.01
lig_34121-3	2.41	0.01
lig_26778-1	2.6100000000000003	0.01
lig_24964-1	1.86	0.01
lig_24964-4	0.33000000000000007	0.01
lig_8273-1	4.890000000000001	0.01
lig_2299-1	4.17	0.0
lig_34121-4	6.470000000000001	0.01
lig_16629-1	2.95	0.01
lig_42429-1	3.96	0.0
lig_10254-1	1.9600000000000002	0.0
lig_10504-4	5.220000000000001	0.01
lig_20217-1	6.65	0.01
lig_19321-1	4.11	0.01
lig_29641-1	1.6600000000000001	0.0
lig_5593-1	8.32	0.01
lig_44187-2	2.27	0.0
lig_5036-1	2.93	0.0
lig_41147-1	5.45	0.01
lig_27580-1	3.3200000000000003	0.01
lig_17921-1	1.3200000000000003	0.01
lig_1917-1	3.48	0.0
lig_3177-1	3.5500000000000003	0.0
lig_12834-1	3.39	0.0
lig_13258-1	5.33	0.01
lig_27258-4	6.29	0.01
lig_3846-1	2.12	0.0
lig_19746-1	5.25	0.01
lig_27579-2	3.7600000000000002	0.01
lig_14686-1	5.220000000000001	0.01
lig_16278-1	2.67	0.01
lig_21328-1	6.01	0.01
lig_26759-2	4.25	0.01
lig_35997-1	4.57	0.0
lig_21687-1	3.8200000000000003	0.01
lig_23472-3	4.87	0.0
lig_16339-2	4.86	0.01
lig_2149-1	5.04	0.01
lig_27553-1	6.45	0.0
lig_19259-1	3.5300000000000002	0.0
lig_44610-1	2.7600000000000002	0.01
lig_21303-1	3.13	0.0
lig_18802-1	4.720000000000001	0.01
lig_24546-2	3.22	0.01
lig_37985-1	9.870000000000001	0.01
lig_19721-2	5.87	0.01
lig_42433-2	1.9200000000000002	0.0
lig_17923-1	5.890000000000001	0.01
lig_3554-1	1.8800000000000001	0.0
lig_20798-1	3.93	0.0
lig_27657-1	2.16	0.01
lig_23332-1	6.16	0.01
lig_16403-1	5.390000000000001	0.01
lig_27607-2	1.52	0.01
lig_16833-1	3.71	0.01
lig_11769-1	3.64	0.0
lig_43600-1	6.050000000000001	0.0
lig_23048-1	4.25	0.0
lig_18806-1	1.3400000000000003	0.01
lig_1663-1	1.62	0.0
lig_40424-1	1.7200000000000002	0.0
lig_10499-2	2.0	0.01
lig_21323-1	6.21	0.01
lig_907-2	4.18	0.0
lig_15514-2	4.3	0.0
lig_3566-1	2.58	0.0
lig_37893-2	4.77	0.01
lig_29850-1	1.3600000000000003	0.01
lig_24930-2	1.0100000000000002	0.0
lig_4174-1	4.38	0.0
lig_29828-1	2.64	0.01
lig_26586-2	2.5100000000000002	0.01
lig_14058-1	4.35	0.0
lig_17907-1	1.6100000000000003	0.01
lig_16271-1	3.23	0.0
lig_18795-1	4.36	0.01
lig_17928-3	3.25	0.0
lig_41747-1	6.17	0.0
lig_7511-2	5.34	0.01
lig_9910-1	4.140000000000001	0.0
lig_15514-1	2.13	0.0
lig_17917-2	4.12	0.0
lig_34551-1	4.28	0.0
lig_15148-1	2.1	0.01
lig_44736-1	2.5700000000000003	0.01
lig_9040-1	3.68	0.0
lig_20798-2	2.02	0.01
lig_38152-2	3.3200000000000003	0.01
lig_29895-1	1.27	0.0
lig_18860-1	3.52	0.0
lig_44693-4	4.08	0.01
lig_11308-1	3.27	0.0
lig_3100-1	3.08	0.0
lig_28216-1	2.66	0.0
lig_3452-1	1.83	0.01
lig_23087-1	2.95	0.0
lig_41818-1	5.41	0.0
lig_3866-1	5.4	0.0
lig_21081-1	4.09	0.0
lig_35489-1	3.47	0.0
lig_27608-1	2.79	0.01
lig_27607-1	0.9900000000000002	0.0
lig_35489-2	3.1100000000000003	0.01
lig_40049-1	4.3	0.0
lig_18296-4	3.49	0.01
lig_14222-1	3.7800000000000002	0.01
lig_5426-1	2.49	0.0
lig_17792-1	2.1900000000000004	0.01
lig_25851-1	4.43	0.0
lig_29867-1	6.6899999999999995	0.01
lig_3444-1	0.8999999999999999	0.01
lig_7224-2	5.66	0.01
lig_29853-3	4.38	0.01
lig_10836-1	1.7500000000000002	0.01
lig_2682-1	8.83	0.01
lig_36278-4	5.59	0.01
lig_35991-1	6.16	0.01
lig_29535-3	5.6	0.01
lig_14127-4	1.9000000000000001	0.01
lig_17916-1	0.6600000000000001	0.01
lig_17926-1	2.49	0.01
lig_29099-2	-4.969999999999999	0.01
lig_14110-2	3.99	0.01
lig_20312-1	2.29	0.01
lig_17922-2	-0.4099999999999997	0.01
lig_39595-2	5.43	0.01
lig_44666-4	1.21	0.01
lig_14119-2	3.43	0.01
lig_17916-3	-0.21999999999999975	0.01
lig_41138-2	0.03000000000000025	0.01
lig_38256-2	2.1100000000000003	0.01
lig_34776-2	-8.99	0.01
lig_14127-2	3.41	0.01
lig_44666-2	1.6300000000000003	0.01
lig_38093-1	3.8600000000000003	0.01
lig_35991-2	2.91	0.01
lig_40085-1	4.23	0.01
lig_29853-4	3.88	0.01
lig_35400-3	1.52	0.01
lig_13537-1	3.39	0.01
lig_44666-3	3.2	0.01
lig_29099-1	4.18	0.01
lig_35400-4	1.7500000000000002	0.01
lig_26778-2	1.7000000000000002	0.01
lig_16598-2	3.66	0.01
lig_29850-3	4.970000000000001	0.01
lig_17922-1	2.34	0.01
lig_41538-1	1.27	0.01
lig_36132-1	6.75	0.01
lig_2675-1	3.64	0.01
lig_17922-3	-1.4300000000000002	0.01
lig_2309-1	0.6600000000000001	0.01
lig_42172-1	2.64	0.01
lig_36278-3	2.71	0.01
lig_42913-1	6.140000000000001	0.01
lig_27396-1	4.44	0.01
lig_21286-3	0.3900000000000001	0.0
lig_3502-1	2.38	0.0
lig_2183-1	4.57	0.01
lig_4433-1	2.16	0.0
lig_30892-1	0.9500000000000002	0.01
lig_19019-1	3.1	0.01
lig_14128-4	1.4300000000000002	0.01
lig_14128-3	6.53	0.01
lig_34952-1	2.0	0.01
lig_38093-2	2.8200000000000003	0.01
lig_43645-2	3.35	0.01
lig_3373-1	3.92	0.01
lig_38093-3	6.85	0.01
lig_38280-2	2.95	0.01
lig_38280-1	4.96	0.01
lig_21488-1	5.33	0.01
lig_3553-1	3.3400000000000003	0.0
lig_16279-1	7.33	0.01
lig_3464-1	2.08	0.0
lig_27507-1	3.56	0.01
lig_26212-1	1.2400000000000002	0.0
lig_5357-1	4.53	0.01
lig_24607-1	3.92	0.0
lig_16270-1	5.16	0.01
lig_17039-1	3.75	0.01
lig_33031-1	1.4500000000000002	0.01
lig_14652-1	0.18999999999999995	0.0
lig_36090-1	2.33	0.0
lig_18910-1	2.39	0.01
lig_24186-1	3.0700000000000003	0.01
lig_32913-1	4.41	0.0
lig_24936-1	1.2400000000000002	0.01
lig_16626-3	-1.44	0.01
lig_16339-1	2.47	0.01
lig_11786-2	4.13	0.0
lig_19653-1	5.3	0.01
lig_10198-1	2.72	0.01
lig_18296-1	0.96	0.01
lig_3828-1	5.48	0.0
lig_2485-1	2.59	0.01
lig_16629-3	6.35	0.01
lig_2158-1	4.8100000000000005	0.0
lig_7264-1	3.3000000000000003	0.0
lig_3511-1	2.52	0.0
lig_41321-1	4.03	0.01
lig_39852-1	4.83	0.01
lig_9022-1	5.02	0.0
lig_17928-4	1.4900000000000002	0.0
lig_14703-1	4.54	0.0
lig_4558-2	2.63	0.0
lig_13812-1	2.3600000000000003	0.0
lig_41644-1	-0.8299999999999996	0.01
lig_23295-1	6.46	0.01
lig_4465-1	2.1	0.01
lig_29655-1	2.6900000000000004	0.01
lig_10715-1	2.42	0.0
lig_2318-1	2.09	0.01
lig_16343-2	2.2300000000000004	0.0
lig_27610-2	0.3999999999999999	0.0
lig_42433-1	2.9000000000000004	0.0
lig_29198-2	3.31	0.0
lig_32276-2	3.1100000000000003	0.0
lig_24935-1	2.74	0.01
lig_2154-1	4.91	0.01
lig_42158-1	1.3600000000000003	0.0
lig_19265-2	3.6	0.01
lig_44002-2	3.83	0.01
lig_17927-1	4.99	0.0
lig_7305-1	4.95	0.0
lig_8340-1	4.42	0.01
lig_16626-4	1.2200000000000002	0.01
lig_2171-1	2.98	0.01
lig_34551-2	3.0	0.01
lig_38254-3	0.8600000000000003	0.0
lig_27612-3	4.71	0.01
lig_15343-1	3.42	0.01
lig_35996-1	1.7100000000000002	0.01
lig_24609-2	3.69	0.01
lig_21981-1	2.66	0.01
lig_41742-2	6.140000000000001	0.01
lig_9312-1	7.35	0.01
lig_10758-1	2.95	0.0
lig_33376-2	3.0700000000000003	0.01
lig_2485-2	3.09	0.0
lig_40810-1	4.63	0.01
lig_40353-1	8.42	0.01
lig_35181-5	3.6	0.01
lig_27581-1	4.76	0.0
lig_27253-1	3.8200000000000003	0.01
lig_32763-1	3.16	0.01
lig_37891-3	3.3000000000000003	0.0
lig_15707-1	10.15	0.01
lig_44645-2	0.8900000000000001	0.01
lig_18158-2	3.69	0.0
lig_21664-2	4.55	0.01
lig_26746-2	5.5600000000000005	0.0
lig_44693-2	2.2800000000000002	0.01
lig_2168-1	5.54	0.0
lig_22112-1	3.29	0.01
lig_21301-1	4.04	0.01
lig_10777-1	3.66	0.0
lig_15816-1	3.5900000000000003	0.01
lig_35181-7	4.96	0.01
lig_15657-1	5.3	0.01
lig_17877-1	1.19	0.01
lig_31388-1	2.38	0.01
lig_6709-1	2.5300000000000002	0.0
lig_8858-1	3.73	0.0
lig_26782-1	3.24	0.01
lig_3508-2	5.42	0.01
lig_30360-1	3.5100000000000002	0.01
lig_27227-1	6.11	0.01
lig_17792-2	5.5	0.01
lig_26746-1	6.23	0.01
lig_24964-3	1.8	0.01
lig_11308-2	2.38	0.0
lig_16634-1	2.47	0.01
lig_15340-1	2.97	0.01
lig_26743-2	5.5	0.0
lig_17791-2	4.93	0.01
lig_35134-1	5.27	0.01
lig_14651-1	0.98	0.0
lig_26895-1	3.5100000000000002	0.01
lig_30362-1	3.7600000000000002	0.01
lig_9004-1	0.3700000000000001	0.0
lig_37432-1	4.22	0.01
lig_18880-1	4.01	0.01
lig_24606-1	-0.04999999999999982	0.01
lig_11876-1	5.19	0.01
lig_10001-1	5.7	0.0
lig_17927-2	4.21	0.01
lig_3465-1	0.010000000000000231	0.01
lig_24608-1	5.32	0.01
lig_7258-1	5.470000000000001	0.01
lig_19733-1	4.55	0.01
lig_31151-1	2.34	0.0
lig_40387-1	5.07	0.01
lig_9027-1	-1.2799999999999998	0.0
lig_24806-1	7.35	0.0
lig_23127-2	1.78	0.0
lig_21950-2	7.02	0.01
lig_42554-1	8.24	0.01
lig_2769-1	5.86	0.01
lig_19723-2	1.9700000000000002	0.01
lig_29853-1	4.23	0.01
lig_24950-2	11.07	0.01
lig_24116-2	4.34	0.01
lig_3454-1	5.05	0.01
lig_26740-2	6.36	0.01
lig_29834-4	2.85	0.01
lig_3534-1	3.65	0.0
lig_15803-1	3.7600000000000002	0.01
lig_40493-1	3.1	0.01
lig_15148-2	2.42	0.01
lig_27611-1	1.79	0.0
lig_42598-2	8.18	0.01
lig_14841-2	3.38	0.01
lig_40635-2	3.6100000000000003	0.01
lig_19746-2	9.08	0.01
lig_4042-1	5.48	0.0
lig_19169-8	3.88	0.01
lig_3850-1	6.46	0.01
lig_27612-1	1.37	0.01
lig_16359-2	6.28	0.01
lig_24604-1	2.31	0.01
lig_35136-1	5.25	0.01
lig_8215-1	5.82	0.01
lig_21353-1	4.61	0.0
lig_7269-1	2.5	0.01
lig_15463-1	3.3200000000000003	0.0
lig_4362-2	2.16	0.0
lig_7128-1	4.5	0.01
lig_37891-4	2.75	0.01
lig_18910-2	-0.21999999999999975	0.0
lig_20717-1	3.39	0.0
lig_10504-8	2.8600000000000003	0.01
lig_23048-2	6.87	0.0
lig_26752-2	5.5600000000000005	0.0
lig_14990-1	4.83	0.01
lig_29605-4	5.43	0.01
lig_33438-1	3.5500000000000003	0.01
lig_12610-1	4.67	0.0
lig_17312-1	5.38	0.0
lig_3682-1	5.41	0.01
lig_21837-1	5.8100000000000005	0.01
lig_7128-2	0.9900000000000002	0.01
lig_22028-1	4.17	0.01
lig_27618-1	6.45	0.01
lig_16613-1	3.48	0.01
lig_36672-1	5.220000000000001	0.01
lig_30369-1	3.73	0.01
lig_21995-1	4.92	0.01
lig_33224-1	5.18	0.01
lig_33211-2	6.62	0.01
lig_22033-1	2.62	0.01
lig_21322-1	3.6300000000000003	0.01
lig_38093-4	3.92	0.01
lig_2232-1	4.51	0.01
lig_41138-1	0.9500000000000002	0.01
lig_29834-3	3.98	0.01
lig_34776-1	-1.8199999999999998	0.01
lig_17791-1	7.29	0.01
lig_35648-1	5.57	0.01
lig_3712-1	6.1	0.01
lig_7127-1	1.37	0.01
lig_27561-2	2.8200000000000003	0.01
lig_44002-4	3.8200000000000003	0.01
lig_24945-1	4.84	0.01
lig_3534-2	0.9700000000000002	0.0
lig_30366-1	6.75	0.01
lig_15511-3	5.470000000000001	0.01
lig_14381-1	5.04	0.01
lig_39076-1	-16.78	0.01
lig_33362-2	4.63	0.01
lig_17325-1	4.76	0.01
lig_18775-2	4.32	0.01
lig_40488-1	4.38	0.0
lig_3687-1	8.88	0.01
lig_36093-1	5.470000000000001	0.01
lig_16340-1	4.2	0.0
lig_27978-1	4.32	0.0
lig_18145-1	1.2800000000000002	0.01
lig_10315-2	3.95	0.01
lig_21945-2	4.32	0.0
lig_7511-4	4.33	0.01
lig_17908-1	2.46	0.01
lig_16629-4	1.83	0.01
lig_16601-2	6.24	0.0
lig_43702-1	3.67	0.01
lig_19268-2	-0.5699999999999998	0.01
lig_3508-1	3.2	0.01
lig_30981-1	-0.23999999999999977	0.01
lig_5803-2	2.71	0.0
lig_37772-1	0.8000000000000003	0.0
lig_41299-1	2.0	0.0
lig_18800-2	8.02	0.01
lig_19720-4	4.84	0.01
lig_30361-1	9.41	0.01
lig_21664-1	3.58	0.0
lig_21319-1	4.62	0.01
lig_27651-1	1.21	0.01
lig_37893-1	3.79	0.01
lig_10913-2	2.16	0.0
lig_10715-2	2.46	0.0
lig_3635-1	3.93	0.01
lig_39594-1	3.6100000000000003	0.01
lig_17908-2	2.77	0.01
lig_33849-1	1.3000000000000003	0.01
lig_23291-1	5.76	0.0
lig_36541-1	-1.2899999999999996	0.01
lig_42980-2	3.62	0.0
lig_15816-2	3.93	0.01
lig_30063-1	2.83	0.0
lig_37238-2	1.5900000000000003	0.01
lig_21330-1	5.54	0.01
lig_8273-2	8.55	0.01
lig_41818-2	6.53	0.01
lig_35139-1	9.6	0.01
lig_27609-1	9.43	0.01
lig_2142-1	9.71	0.01
lig_45133-1	5.28	0.01
lig_30152-1	5.61	0.01
lig_37433-1	9.01	0.01
lig_37436-1	6.48	0.01
lig_19721-1	5.92	0.01
lig_40957-1	5.3	0.01
lig_19737-1	9.290000000000001	0.01
lig_3867-2	6.75	0.01
lig_15297-1	3.81	0.01
lig_33376-1	1.2200000000000002	0.0
lig_36078-1	8.33	0.01
lig_24106-1	10.08	0.01
lig_24106-2	9.9	0.01
lig_14881-1	6.62	0.01
lig_8964-1	-0.08999999999999986	0.0
lig_22011-1	2.96	0.01
lig_17301-1	10.58	0.01
lig_40866-1	6.61	0.01
lig_44212-1	4.94	0.01
lig_3822-1	7.92	0.01
lig_43118-1	4.32	0.0
lig_26584-1	2.6900000000000004	0.0
lig_2966-1	4.57	0.0
lig_36278-1	3.1100000000000003	0.01
lig_27555-1	3.3400000000000003	0.01
lig_21572-1	3.5100000000000002	0.01
lig_28078-1	0.5800000000000001	0.01
lig_3564-1	3.0100000000000002	0.0
lig_21327-1	8.73	0.01
lig_26752-1	3.48	0.01
lig_41747-2	3.68	0.01
lig_3987-1	3.72	0.0
lig_10504-3	6.67	0.01
lig_10504-7	1.4	0.01
lig_43640-2	7.710000000000001	0.01
lig_12602-1	-0.8900000000000001	0.01
lig_7258-2	5.57	0.01
lig_19723-1	4.04	0.01
lig_21299-1	5.01	0.0
lig_27584-1	5.220000000000001	0.0
lig_42909-1	4.59	0.01
lig_38285-1	11.27	0.01
lig_40353-2	10.16	0.01
lig_44073-1	6.92	0.01
lig_8152-1	2.8600000000000003	0.01
lig_44449-1	1.3400000000000003	0.01
lig_28122-1	0.5100000000000002	0.01
lig_35487-1	5.08	0.01
lig_1679-1	7.800000000000001	0.01
lig_13879-1	10.86	0.01
lig_43062-1	1.77	0.01
lig_27689-1	3.1100000000000003	0.01
lig_30164-1	5.96	0.01
lig_21315-1	2.6900000000000004	0.01
lig_35011-1	6.630000000000001	0.01
lig_18794-2	4.05	0.0
lig_12275-1	1.1400000000000001	0.01
lig_15650-1	2.85	0.0
lig_35400-2	1.21	0.01
lig_31388-2	1.82	0.01
lig_16848-1	7.83	0.01
lig_17928-1	2.37	0.0
lig_37887-1	4.95	0.01
lig_3439-1	3.29	0.01
lig_25835-1	2.0300000000000002	0.01
lig_14593-2	2.17	0.01
lig_15340-2	7.09	0.01
lig_35486-1	4.720000000000001	0.01
lig_907-3	5.6	0.01
lig_18794-1	2.33	0.01
lig_35181-3	2.68	0.01
lig_16601-1	5.16	0.01
lig_5392-1	3.2800000000000002	0.0
lig_15480-1	3.16	0.01
lig_3037-1	2.9400000000000004	0.0
lig_45133-2	0.6100000000000003	0.01
lig_24935-2	5.13	0.01
lig_19001-1	7.949999999999999	0.01
lig_16629-2	-0.5699999999999998	0.01
lig_39497-1	5.82	0.01
lig_44693-3	4.0	0.01
lig_14695-2	3.97	0.0
lig_1604-1	4.05	0.0
lig_1539-1	5.5600000000000005	0.01
lig_32758-1	1.6500000000000001	0.01
lig_21340-1	4.2700000000000005	0.01
lig_16290-1	12.5	0.01
lig_12104-1	5.29	0.01
lig_41301-1	4.37	0.01
lig_24906-1	4.91	0.01
lig_42434-1	3.8200000000000003	0.0
lig_36540-1	0.10000000000000009	0.01
lig_23349-1	2.0100000000000002	0.01
lig_24608-2	4.12	0.0
lig_15806-1	2.06	0.01
lig_40957-2	8.68	0.01
lig_44610-2	6.51	0.01
lig_30724-1	3.74	0.01
lig_18799-2	5.890000000000001	0.01
lig_8903-1	0.4900000000000002	0.01
lig_19727-2	6.550000000000001	0.01
lig_5037-1	-6.0	0.01
lig_24454-1	2.81	0.01
lig_41539-1	4.390000000000001	0.01
lig_3910-1	5.5600000000000005	0.01
lig_24609-1	3.14	0.01
lig_15665-1	8.31	0.01
lig_3635-2	6.62	0.01
lig_39600-1	3.13	0.01
lig_21121-1	6.0600000000000005	0.01
lig_14656-1	-3.3299999999999996	0.01
lig_4332-1	6.87	0.01
lig_4250-1	7.58	0.01
lig_4266-1	7.8100000000000005	0.01
lig_41538-2	3.38	0.01
lig_11440-1	0.56	0.01
lig_40743-2	8.33	0.01
