,edge_run,CGI_dG,CGI_Std_Err_parametric,CGI_Std_Err_bootstrip,BAR_dG,BAR_Std_Err_bootstrip,BAR_Std_Err_analytical,num_forward,num_backward,BAR_conv,BAR_conv_abs,BAR_conv_bootstrip,source
279,edge_lig_1427-2_lig_8899-1_run2_water,9.83,0.17,0.24,9.83,0.22,0.27,54,80,0.18,0.18,0.18,default
280,edge_lig_1427-2_lig_8899-1_run3_protein,7.71,0.33,0.34,7.71,0.25,0.51,80,80,0.63,0.63,0.09,default
281,edge_lig_1427-2_lig_8899-1_run3_water,10.42,0.17,0.18,10.6,0.19,0.17,70,74,-0.05,0.05,0.10,default
288,edge_lig_8899-1_lig_19643-1_run1_protein,6.0,0.2,0.29,5.96,0.33,0.42,46,58,0.24,0.24,0.36,05fs
289,edge_lig_8899-1_lig_19643-1_run1_water,-3.51,1.54,1.67,12.71,1.61,0.46,15,62,-0.9,0.9,0.03,05fs
1262,edge_lig_8899-1_lig_19643-1_run2_protein,6.16,0.15,0.16,6.19,0.21,0.2,80,63,0.03,0.03,0.11,default
1263,edge_lig_8899-1_lig_19643-1_run2_water,4.69,0.31,0.28,4.23,0.22,0.19,40,11,-0.15,0.15,0.13,default
292,edge_lig_8899-1_lig_19643-1_run3_protein,6.8,0.16,0.19,6.5,0.24,0.17,57,56,-0.39,0.39,0.06,05fs
293,edge_lig_8899-1_lig_19643-1_run3_water,6.62,0.92,1.25,5.69,0.41,0.22,45,65,-0.86,0.86,0.02,05fs
282,edge_lig_1427-2_lig_9953-1_run1_protein,40.77,0.34,0.28,40.68,0.35,0.36,80,79,-0.05,0.05,0.24,default
283,edge_lig_1427-2_lig_9953-1_run1_water,38.47,0.17,0.14,38.48,0.16,0.17,78,80,0.07,0.07,0.09,default
284,edge_lig_1427-2_lig_9953-1_run2_protein,39.15,0.39,0.33,37.3,0.27,1.85,79,80,0.96,0.96,0.01,default
285,edge_lig_1427-2_lig_9953-1_run2_water,38.51,0.16,0.16,38.41,0.16,0.16,61,77,-0.05,0.05,0.11,default
286,edge_lig_1427-2_lig_9953-1_run3_protein,39.63,0.4,0.43,38.36,0.8,0.57,80,80,-0.35,0.35,0.32,default
287,edge_lig_1427-2_lig_9953-1_run3_water,39.15,0.15,0.15,39.2,0.17,0.14,75,69,-0.15,0.15,0.07,default
390,edge_lig_20061-3_lig_2114-1_run1_protein,-16.14,0.38,0.33,-16.85,0.36,0.25,79,30,-0.39,0.39,0.11,default
391,edge_lig_20061-3_lig_2114-1_run1_water,-17.37,0.29,0.24,-17.25,0.34,0.24,36,33,-0.38,0.38,0.10,default
392,edge_lig_20061-3_lig_2114-1_run2_protein,-17.51,0.28,0.25,-17.39,0.22,0.34,49,40,0.35,0.35,0.15,default
393,edge_lig_20061-3_lig_2114-1_run2_water,-16.53,0.28,0.26,-17.95,0.21,0.15,71,29,-0.39,0.39,0.08,default
70,edge_lig_20061-3_lig_2114-1_run3_protein,-14.93,0.44,0.31,-15.7,0.47,0.2,80,80,-0.75,0.75,0.04,05fs
71,edge_lig_20061-3_lig_2114-1_run3_water,-16.84,0.18,0.2,-16.97,0.2,0.12,80,79,-0.52,0.52,0.05,05fs
474,edge_lig_2114-1_lig_35689-6_run1_protein,19.81,0.23,0.21,19.62,0.14,0.37,78,79,0.72,0.72,0.06,default
475,edge_lig_2114-1_lig_35689-6_run1_water,18.38,0.22,0.25,18.25,0.37,0.27,64,51,-0.52,0.52,0.10,default
476,edge_lig_2114-1_lig_35689-6_run2_protein,20.42,0.29,0.33,19.71,0.26,0.59,77,80,0.73,0.73,0.14,default
477,edge_lig_2114-1_lig_35689-6_run2_water,17.72,0.25,0.19,17.76,0.19,0.18,69,44,-0.22,0.22,0.10,default
478,edge_lig_2114-1_lig_35689-6_run3_protein,20.37,0.21,0.21,20.44,0.21,0.28,80,80,0.3,0.3,0.17,default
479,edge_lig_2114-1_lig_35689-6_run3_water,17.71,0.23,0.27,17.69,0.33,0.21,65,42,-0.33,0.33,0.12,default
468,edge_lig_2114-1_lig_18304-1_run1_protein,23.25,0.24,0.25,23.34,0.3,0.29,80,80,-0.2,0.2,0.18,default
469,edge_lig_2114-1_lig_18304-1_run1_water,23.73,0.12,0.13,23.65,0.14,0.13,80,80,-0.13,0.13,0.05,default
470,edge_lig_2114-1_lig_18304-1_run2_protein,23.86,0.22,0.23,23.9,0.27,0.25,80,80,-0.09,0.09,0.13,default
471,edge_lig_2114-1_lig_18304-1_run2_water,23.88,0.13,0.12,23.76,0.15,0.13,80,80,-0.2,0.2,0.06,default
472,edge_lig_2114-1_lig_18304-1_run3_protein,23.92,0.17,0.19,23.86,0.19,0.19,80,80,0.06,0.06,0.11,default
473,edge_lig_2114-1_lig_18304-1_run3_water,23.86,0.15,0.14,23.63,0.12,0.12,80,80,-0.05,0.05,0.06,default
72,edge_lig_20061-3_lig_28964-2_run1_protein,6.39,0.28,0.24,7.0,0.12,0.81,67,53,0.95,0.95,0.01,05fs
73,edge_lig_20061-3_lig_28964-2_run1_water,3.9,0.15,0.13,4.28,0.12,0.15,79,80,-0.85,0.85,0.01,05fs
398,edge_lig_20061-3_lig_28964-2_run2_protein,9.16,0.24,0.26,9.01,0.26,0.27,16,80,0.01,0.01,0.16,default
399,edge_lig_20061-3_lig_28964-2_run2_water,6.1,0.15,0.18,6.36,0.09,0.08,72,78,-0.19,0.19,0.05,default
76,edge_lig_20061-3_lig_28964-2_run3_protein,6.5,0.15,0.15,6.55,0.14,0.14,60,63,-0.09,0.09,0.07,05fs
77,edge_lig_20061-3_lig_28964-2_run3_water,3.57,0.15,0.15,3.99,0.17,0.16,78,80,-0.86,0.86,0.02,05fs
84,edge_lig_20061-3_lig_31007-3_run1_protein,4.55,0.3,0.31,4.24,0.32,0.31,50,52,-0.06,0.06,0.15,05fs
85,edge_lig_20061-3_lig_31007-3_run1_water,3.43,0.14,0.17,3.32,0.1,0.08,80,80,-0.14,0.14,0.05,05fs
410,edge_lig_20061-3_lig_31007-3_run2_protein,2.36,0.31,0.3,2.22,0.18,0.72,24,80,0.91,0.91,0.02,default
411,edge_lig_20061-3_lig_31007-3_run2_water,2.96,0.08,0.1,2.98,0.08,0.11,77,80,0.23,0.23,0.07,default
88,edge_lig_20061-3_lig_31007-3_run3_protein,2.08,0.22,0.16,2.15,0.15,0.31,45,46,0.56,0.56,0.09,05fs
89,edge_lig_20061-3_lig_31007-3_run3_water,3.38,0.11,0.1,3.21,0.09,0.08,80,80,-0.09,0.09,0.06,05fs
966,edge_lig_4214-1_lig_39325-1_run1_protein,-16.85,0.24,0.22,-16.9,0.33,0.27,80,80,-0.24,0.24,0.14,default
967,edge_lig_4214-1_lig_39325-1_run1_water,-15.13,0.28,0.31,-15.39,0.26,0.53,80,80,0.57,0.57,0.15,default
968,edge_lig_4214-1_lig_39325-1_run2_protein,-16.6,0.16,0.15,-16.31,0.15,0.14,80,80,-0.27,0.27,0.07,default
969,edge_lig_4214-1_lig_39325-1_run2_water,-15.76,0.29,0.27,-15.51,0.17,0.54,80,80,0.82,0.82,0.06,default
970,edge_lig_4214-1_lig_39325-1_run3_protein,-16.57,0.21,0.2,-16.63,0.18,0.34,80,80,0.48,0.48,0.16,default
971,edge_lig_4214-1_lig_39325-1_run3_water,-15.44,0.25,0.22,-15.43,0.33,0.41,80,80,0.29,0.29,0.23,default
960,edge_lig_4214-1_lig_10387-2_run1_protein,-10.1,0.31,0.37,-9.97,0.45,0.43,80,80,-0.03,0.03,0.29,default
961,edge_lig_4214-1_lig_10387-2_run1_water,-10.2,0.19,0.16,-10.12,0.17,0.23,80,80,0.29,0.29,0.10,default
962,edge_lig_4214-1_lig_10387-2_run2_protein,-12.48,0.18,0.21,-12.22,0.26,0.26,80,80,-0.1,0.1,0.15,default
963,edge_lig_4214-1_lig_10387-2_run2_water,-10.47,0.17,0.16,-10.45,0.21,0.25,80,80,0.12,0.12,0.16,default
964,edge_lig_4214-1_lig_10387-2_run3_protein,-7.96,0.43,0.52,-8.05,0.32,1.56,80,80,0.94,0.94,0.01,default
965,edge_lig_4214-1_lig_10387-2_run3_water,-9.63,0.18,0.13,-9.65,0.16,0.18,80,80,0.09,0.09,0.10,default
1266,edge_lig_8924-1_lig_8924-3_run1_protein,8.24,0.12,0.25,7.97,0.05,0.14,80,80,0.63,0.63,0.04,default
1267,edge_lig_8924-1_lig_8924-3_run1_water,6.61,0.17,0.15,6.56,0.19,0.18,80,80,-0.05,0.05,0.09,default
1268,edge_lig_8924-1_lig_8924-3_run2_protein,7.39,0.12,0.12,7.28,0.11,0.11,80,80,-0.04,0.04,0.06,default
1269,edge_lig_8924-1_lig_8924-3_run2_water,7.21,0.17,0.18,7.23,0.22,0.2,80,80,0.0,0.0,0.11,default
1270,edge_lig_8924-1_lig_8924-3_run3_protein,6.37,0.13,0.13,6.27,0.09,0.08,80,80,-0.11,0.11,0.04,default
1271,edge_lig_8924-1_lig_8924-3_run3_water,6.48,0.15,0.15,6.41,0.19,0.17,80,80,-0.03,0.03,0.10,default
768,edge_lig_32345-1_lig_15710-1_run1_protein,8.88,0.27,0.25,8.76,0.29,0.4,80,80,0.3,0.3,0.20,default
769,edge_lig_32345-1_lig_15710-1_run1_water,8.59,0.24,0.23,8.7,0.2,0.34,80,80,0.51,0.51,0.10,default
770,edge_lig_32345-1_lig_15710-1_run2_protein,9.17,0.22,0.23,9.25,0.2,0.26,80,80,0.2,0.2,0.13,default
771,edge_lig_32345-1_lig_15710-1_run2_water,8.79,0.32,0.3,9.23,0.4,0.41,80,80,0.01,0.01,0.24,default
772,edge_lig_32345-1_lig_15710-1_run3_protein,8.78,0.23,0.24,8.81,0.3,0.3,80,80,-0.01,0.01,0.24,default
773,edge_lig_32345-1_lig_15710-1_run3_water,8.58,0.29,0.26,8.83,0.23,0.36,80,80,0.34,0.34,0.20,default
1302,edge_lig_9790-1_lig_18506-4_run1_protein,-6.67,0.2,0.2,-6.22,0.22,0.15,68,69,-0.37,0.37,0.06,default
1303,edge_lig_9790-1_lig_18506-4_run1_water,-8.88,0.13,0.13,-9.09,0.15,0.12,80,80,-0.23,0.23,0.06,default
1304,edge_lig_9790-1_lig_18506-4_run2_protein,-9.08,0.29,0.33,-9.19,0.2,0.88,73,80,0.9,0.9,0.03,default
1305,edge_lig_9790-1_lig_18506-4_run2_water,-9.11,0.11,0.11,-9.14,0.1,0.12,80,79,0.17,0.17,0.06,default
1306,edge_lig_9790-1_lig_18506-4_run3_protein,-9.96,0.24,0.24,-9.56,0.23,0.35,75,67,0.38,0.38,0.16,default
1307,edge_lig_9790-1_lig_18506-4_run3_water,-9.01,0.12,0.1,-9.09,0.14,0.13,80,80,-0.02,0.02,0.07,default
1164,edge_lig_5688-1_lig_4362-1_run1_protein,0.64,0.36,0.39,1.21,0.5,0.29,34,80,-0.49,0.49,0.11,default
1165,edge_lig_5688-1_lig_4362-1_run1_water,2.68,0.31,0.32,1.81,0.39,0.22,47,22,-0.54,0.54,0.08,default
1166,edge_lig_5688-1_lig_4362-1_run2_protein,1.5,0.38,0.33,2.02,0.51,0.35,20,80,-0.45,0.45,0.15,default
1167,edge_lig_5688-1_lig_4362-1_run2_water,2.18,0.17,0.16,1.97,0.18,0.14,45,80,-0.32,0.32,0.07,default
1168,edge_lig_5688-1_lig_4362-1_run3_protein,0.34,0.63,0.54,0.18,0.58,0.33,12,80,-0.56,0.56,0.10,default
1169,edge_lig_5688-1_lig_4362-1_run3_water,1.8,0.5,0.54,2.18,0.21,0.16,40,78,-0.44,0.44,0.06,default
978,edge_lig_42638-1_lig_28967-2_run1_protein,11.12,0.58,0.56,10.12,0.66,0.55,79,36,0.01,0.01,0.30,default
979,edge_lig_42638-1_lig_28967-2_run1_water,9.65,0.31,0.29,9.44,0.26,0.17,43,36,-0.49,0.49,0.07,default
212,edge_lig_42638-1_lig_28967-2_run2_protein,10.57,0.42,0.49,11.93,0.44,1.34,45,62,0.86,0.86,0.05,05fs
213,edge_lig_42638-1_lig_28967-2_run2_water,12.04,0.27,0.31,11.69,0.33,0.2,80,80,-0.89,0.89,0.01,05fs
982,edge_lig_42638-1_lig_28967-2_run3_protein,9.94,0.52,0.54,10.29,0.34,1.9,79,78,0.96,0.96,0.02,default
983,edge_lig_42638-1_lig_28967-2_run3_water,11.73,0.35,0.36,10.5,0.23,0.18,80,11,-0.34,0.34,0.10,default
1320,edge_lig_9953-1_lig_16249-3_run1_protein,-33.0,0.32,0.28,-33.44,0.35,0.54,66,66,0.43,0.43,0.21,default
1321,edge_lig_9953-1_lig_16249-3_run1_water,-29.9,0.22,0.23,-29.87,0.23,0.32,80,80,0.35,0.35,0.15,default
1322,edge_lig_9953-1_lig_16249-3_run2_protein,-30.3,0.33,0.29,-30.18,0.51,0.51,66,80,-0.14,0.14,0.28,default
1323,edge_lig_9953-1_lig_16249-3_run2_water,-30.64,0.17,0.15,-30.59,0.2,0.25,80,80,0.22,0.22,0.16,default
298,edge_lig_9953-1_lig_16249-3_run3_protein,-30.25,0.52,0.46,-30.49,0.39,1.39,47,64,0.9,0.9,0.04,05fs
299,edge_lig_9953-1_lig_16249-3_run3_water,-31.3,0.19,0.2,-31.29,0.18,0.25,80,80,0.17,0.17,0.14,05fs
1290,edge_lig_8924-3_lig_9953-1_run1_protein,30.67,0.2,0.23,30.64,0.26,0.19,80,73,-0.28,0.28,0.08,default
1291,edge_lig_8924-3_lig_9953-1_run1_water,28.15,0.25,0.28,28.26,0.38,0.37,80,80,0.09,0.09,0.22,default
1292,edge_lig_8924-3_lig_9953-1_run2_protein,31.35,0.3,0.31,31.28,0.42,0.43,72,80,0.1,0.1,0.15,default
1293,edge_lig_8924-3_lig_9953-1_run2_water,28.27,0.25,0.23,27.94,0.34,0.3,80,80,-0.08,0.08,0.17,default
1294,edge_lig_8924-3_lig_9953-1_run3_protein,30.51,0.27,0.31,30.61,0.45,0.39,80,71,-0.23,0.23,0.19,default
1295,edge_lig_8924-3_lig_9953-1_run3_water,29.04,0.26,0.21,28.91,0.21,0.31,80,80,0.28,0.28,0.21,default
1296,edge_lig_9790-1_lig_18304-1_run1_protein,9.99,0.2,0.22,9.71,0.22,0.21,80,80,-0.06,0.06,0.11,default
1297,edge_lig_9790-1_lig_18304-1_run1_water,9.96,0.13,0.13,9.58,0.13,0.11,66,80,-0.16,0.16,0.06,default
1298,edge_lig_9790-1_lig_18304-1_run2_protein,10.43,0.23,0.27,10.05,0.31,0.23,71,69,-0.3,0.3,0.10,default
1299,edge_lig_9790-1_lig_18304-1_run2_water,9.9,0.13,0.15,9.54,0.15,0.13,80,80,-0.21,0.21,0.07,default
1300,edge_lig_9790-1_lig_18304-1_run3_protein,10.02,0.15,0.17,9.54,0.19,0.15,71,80,-0.22,0.22,0.09,default
1301,edge_lig_9790-1_lig_18304-1_run3_water,9.76,0.12,0.12,9.6,0.13,0.12,72,80,-0.18,0.18,0.07,default
102,edge_lig_10387-2_lig_10834-1_run1_protein,-14.65,0.38,0.27,-15.01,0.3,0.77,80,80,0.74,0.74,0.10,default
103,edge_lig_10387-2_lig_10834-1_run1_water,-15.62,0.16,0.15,-15.65,0.14,0.2,80,80,0.36,0.36,0.12,default
104,edge_lig_10387-2_lig_10834-1_run2_protein,-15.42,0.42,0.68,-16.55,0.49,0.93,80,80,0.78,0.78,0.06,default
105,edge_lig_10387-2_lig_10834-1_run2_water,-14.84,0.15,0.16,-14.88,0.18,0.25,80,80,0.38,0.38,0.17,default
106,edge_lig_10387-2_lig_10834-1_run3_protein,-15.04,0.35,0.41,-15.81,0.37,0.86,80,80,0.77,0.77,0.09,default
107,edge_lig_10387-2_lig_10834-1_run3_water,-15.56,0.15,0.15,-15.59,0.16,0.21,80,80,0.27,0.27,0.11,default
1284,edge_lig_8924-2_lig_8924-3_run1_protein,-1.02,0.08,0.08,-0.97,0.08,0.09,80,74,0.14,0.14,0.05,default
1285,edge_lig_8924-2_lig_8924-3_run1_water,0.53,0.18,0.19,0.71,0.06,0.42,75,80,0.91,0.91,0.02,default
1286,edge_lig_8924-2_lig_8924-3_run2_protein,-1.66,0.09,0.08,-1.53,0.07,0.13,80,77,0.49,0.49,0.06,default
1287,edge_lig_8924-2_lig_8924-3_run2_water,0.78,0.14,0.22,0.96,0.21,0.32,79,78,0.39,0.39,0.24,default
1288,edge_lig_8924-2_lig_8924-3_run3_protein,-2.19,0.06,0.06,-2.23,0.06,0.07,80,73,0.16,0.16,0.05,default
1289,edge_lig_8924-2_lig_8924-3_run3_water,0.5,0.17,0.21,0.79,0.13,0.38,80,80,0.77,0.77,0.06,default
798,edge_lig_33140-1_lig_8924-3_run1_protein,44.6,0.42,0.43,45.02,0.46,2.26,78,80,0.97,0.97,0.02,default
799,edge_lig_33140-1_lig_8924-3_run1_water,48.39,0.14,0.16,48.48,0.17,0.18,78,80,0.01,0.01,0.11,default
800,edge_lig_33140-1_lig_8924-3_run2_protein,50.77,0.47,0.4,50.28,0.43,1.15,74,80,0.87,0.87,0.04,default
801,edge_lig_33140-1_lig_8924-3_run2_water,49.43,0.18,0.18,49.97,0.2,0.14,62,80,-0.34,0.34,0.07,default
802,edge_lig_33140-1_lig_8924-3_run3_protein,49.24,0.44,0.35,48.72,0.57,0.7,80,80,0.24,0.24,0.26,default
803,edge_lig_33140-1_lig_8924-3_run3_water,48.55,0.17,0.18,48.62,0.17,0.21,66,80,0.14,0.14,0.15,default
228,edge_lig_4362-1_lig_16778-2_run1_protein,23.37,0.33,0.31,22.72,0.45,0.22,66,71,-0.65,0.65,0.07,05fs
229,edge_lig_4362-1_lig_16778-2_run1_water,16.63,0.57,0.51,22.0,0.27,0.19,50,80,-0.86,0.86,0.02,05fs
230,edge_lig_4362-1_lig_16778-2_run2_protein,24.81,0.28,0.25,24.82,0.22,0.15,80,80,-0.48,0.48,0.06,05fs
231,edge_lig_4362-1_lig_16778-2_run2_water,21.09,0.25,0.32,20.84,0.36,0.19,80,80,-0.87,0.87,0.02,05fs
232,edge_lig_4362-1_lig_16778-2_run3_protein,24.52,0.3,0.35,23.6,0.28,0.18,80,80,-0.51,0.51,0.06,05fs
233,edge_lig_4362-1_lig_16778-2_run3_water,21.18,0.27,0.29,21.26,0.25,0.17,78,80,-0.85,0.85,0.02,05fs
96,edge_lig_2025-1_lig_4362-1_run1_protein,-12.98,0.47,0.39,-11.81,0.37,0.19,80,80,-0.64,0.64,0.05,05fs
97,edge_lig_2025-1_lig_4362-1_run1_water,-15.14,0.64,0.71,-8.36,0.32,0.21,49,79,-0.87,0.87,0.02,05fs
98,edge_lig_2025-1_lig_4362-1_run2_protein,-16.07,0.47,0.4,-15.3,0.44,0.22,78,79,-0.68,0.68,0.05,05fs
99,edge_lig_2025-1_lig_4362-1_run2_water,-13.42,0.57,0.55,-8.16,0.43,0.24,48,79,-0.89,0.89,0.02,05fs
100,edge_lig_2025-1_lig_4362-1_run3_protein,-15.84,0.43,0.42,-15.83,0.67,0.24,75,79,-0.85,0.85,0.02,05fs
101,edge_lig_2025-1_lig_4362-1_run3_water,-10.9,0.4,0.39,-10.46,0.26,0.19,73,79,-0.88,0.88,0.02,05fs
1008,edge_lig_4362-1_lig_10834-1_run1_protein,-2.25,0.36,0.32,-2.84,0.46,0.39,80,80,-0.12,0.12,0.23,default
1009,edge_lig_4362-1_lig_10834-1_run1_water,-2.73,0.13,0.13,-2.69,0.11,0.15,80,80,0.15,0.15,0.09,default
1010,edge_lig_4362-1_lig_10834-1_run2_protein,-2.18,0.25,0.23,-2.41,0.21,0.51,80,80,0.67,0.67,0.15,default
1011,edge_lig_4362-1_lig_10834-1_run2_water,-4.06,0.22,0.16,-3.11,0.14,0.14,80,80,-0.05,0.05,0.07,default
1012,edge_lig_4362-1_lig_10834-1_run3_protein,-2.89,0.27,0.3,-2.94,0.38,0.39,80,80,0.03,0.03,0.19,default
1013,edge_lig_4362-1_lig_10834-1_run3_water,-4.01,0.19,0.21,-3.17,0.18,0.12,80,80,-0.31,0.31,0.05,default
1038,edge_lig_45112-1_lig_33140-1_run1_protein,-67.15,0.27,0.33,-68.16,0.24,0.2,80,79,-0.35,0.35,0.08,default
1039,edge_lig_45112-1_lig_33140-1_run1_water,-68.24,0.14,0.14,-68.13,0.19,0.15,80,78,-0.12,0.12,0.09,default
1040,edge_lig_45112-1_lig_33140-1_run2_protein,-68.1,0.42,0.39,-67.49,0.51,1.49,80,80,0.91,0.91,0.04,default
1041,edge_lig_45112-1_lig_33140-1_run2_water,-68.46,0.13,0.14,-68.31,0.15,0.15,80,76,0.02,0.02,0.09,default
1042,edge_lig_45112-1_lig_33140-1_run3_protein,-67.97,0.25,0.27,-68.57,0.23,0.2,80,80,-0.23,0.23,0.09,default
1043,edge_lig_45112-1_lig_33140-1_run3_water,-68.71,0.14,0.15,-68.72,0.16,0.19,80,73,0.12,0.12,0.14,default
1272,edge_lig_8924-2_lig_33140-1_run1_protein,-45.87,0.48,0.43,-44.96,0.63,0.7,80,77,0.01,0.01,0.33,default
1273,edge_lig_8924-2_lig_33140-1_run1_water,-47.4,0.13,0.16,-47.41,0.19,0.18,79,75,-0.01,0.01,0.12,default
1274,edge_lig_8924-2_lig_33140-1_run2_protein,-45.53,0.5,0.61,-45.67,0.25,7.3,80,76,1.0,1.0,0.00,default
1275,edge_lig_8924-2_lig_33140-1_run2_water,-47.72,0.17,0.16,-47.81,0.19,0.19,80,64,-0.04,0.04,0.11,default
1276,edge_lig_8924-2_lig_33140-1_run3_protein,-48.15,0.36,0.21,-48.29,0.19,0.34,80,72,0.56,0.56,0.08,default
1277,edge_lig_8924-2_lig_33140-1_run3_water,-47.82,0.15,0.17,-47.92,0.22,0.18,80,69,-0.24,0.24,0.10,default
